"level";"id";"parent_id";"object_id";"object_type";"query_status";"query_time";"query_type";"message";"created_time";"type";"comments.summary.total_count";"shares.count";"reactions.summary.total_count";"like.summary.total_count";"love.summary.total_count";"haha.summary.total_count";"wow.summary.total_count";"sad.summary.total_count";"angry.summary.total_count"
"0";"1";"None";"110296187292128";"seed";"";"None";"None";"";"";"";"";"";"";"";"";"";"";"";""
"1";"2";"1";"110296187292128_149960129992400";"data";"fetched (200)";"2020-07-23 19:29:12.807354";"Facebook:/<page-id>/posts";"Т.Доржханд: ХҮН намын ард талд маш олон мэргэжлийн олон залуучууд байдаг. Их хуралд бид анх удаа суудалтай боллоо. Маш олон хуульчид, эдийн засагчид, хуульчид залуучуудтай хамтарч ажиллана. Шүүмжлэх зүйл дээрээ хатуу байр суурьтай байх болно.";"2020-06-29T07:24:50+0000";"link";"29";"60";"515";"476";"39";"0";"0";"0";"0"
"1";"3";"1";"110296187292128_149959193325827";"data";"fetched (200)";"2020-07-23 19:29:12.807354";"Facebook:/<page-id>/posts";"Т.Доржханд: Сонгуулийн систем болохгүй байна гэдгийг монголчууд хаана хаанаа ойлгосон байх гэж найдаж байна. ХҮН намынхан Сонгуулийн тухай хуулийг хэлэлцэж батлагдах шатанд нь эрс эсэргүүцэж байсан.  Энэ сонгуулийн тогтолцоог Сири, Сьерра-Леоне гэсэн хоёрхон улс л ашиглаж байгаа. Кастын нийгэмтэй улсуудад хамгийн их тохирдог, дэлхий дээрх хамгийн муу систем юм. Дэлхийн түүхэнд ердөө найман улс л ашигласан байдаг юм билээ. Энэ системийг ашиглахыг Тайланд, Филиппин Үндсэн хуулиараа хориглосон нь ч бий.  Энэ нь ардчиллын эсрэг, ард түмнийг төлөөлж чаддаггүй, маш их мөнгөний сонгууль болгодог, нам институцийг дотор нь хагалдаг, бэхжүүлдэггүй, хамгийн муу үр дагавар нь залуу, шинэ улс төрийн хүчинд танигдах боломжийг олгодоггүй, үр дүн нь эсрэгээрээ гардаг систем юм.";"2020-06-29T07:19:13+0000";"link";"1";"102";"251";"241";"10";"0";"0";"0";"0"
"1";"4";"1";"110296187292128_149958999992513";"data";"fetched (200)";"2020-07-23 19:29:12.807354";"Facebook:/<page-id>/posts";"Б.Найдалаа: Орон нутгийн сонгуульд ХҮН нам бүх хүчээрээ өрсөлдөнө мөн ирэх онд болох Ерөнхийлөгчийн сонгуульд тодорхой шийдэлтэйгээр оролцоно.";"2020-06-29T07:17:56+0000";"link";"8";"11";"345";"320";"24";"0";"1";"0";"0"
"1";"5";"1";"110296187292128_149596403362106";"data";"fetched (200)";"2020-07-23 19:29:12.807354";"Facebook:/<page-id>/posts";"""ЗӨВ ХҮН ЭЛЕКТОРАТ""  эвслээс  УИХ-ын сонгуулийн үр дүнтэй холбоотойгоор хэвлэлийн бага хурал хийнэ.  2020.06.29, 12:00 Хаяг: Хөдөлмөрийн Үндэсний Намын байр";"2020-06-28T09:58:54+0000";"status";"4";"13";"162";"157";"4";"0";"1";"0";"0"
"1";"6";"1";"110296187292128_147571686897911";"data";"fetched (200)";"2020-07-23 19:29:12.807354";"Facebook:/<page-id>/posts";"";"2020-06-22T11:11:10+0000";"video";"0";"1";"6";"6";"0";"0";"0";"0";"0"
"1";"7";"1";"110296187292128_147567793564967";"data";"fetched (200)";"2020-07-23 19:29:12.807354";"Facebook:/<page-id>/posts";"Сонгуулийн аяны хаалтын үеэр хэн юу гэж хэлэв?";"2020-06-22T10:57:53+0000";"video";"9";"39";"118";"113";"5";"0";"0";"0";"0"
"1";"8";"1";"110296187292128_147561370232276";"data";"fetched (200)";"2020-07-23 19:29:12.807354";"Facebook:/<page-id>/posts";"#Сонгууль2020 хүч тэнцвэргүй өрсөлдөөн байсныг та баримттай нь харж байна.  Ардчилсан намын зардлын явцын тайлангийн мэдээлэл олдсонгүй.  #ЗөвХөгжил #ЗөвХандлага #ЗөвСонголт";"2020-06-22T10:29:45+0000";"photo";"8";"215";"465";"380";"21";"3";"50";"7";"4"
"1";"9";"1";"110296187292128_147552366899843";"data";"fetched (200)";"2020-07-23 19:29:12.807354";"Facebook:/<page-id>/posts";"УИХ-ын 2020 оны сонгуульд биднийг дэмжин хандив илгээсэн албан байгууллага болон иргэддээ Зөв Хүн Электорат эвслийн сонгуулийн штабаас талархлаа илэрхийлж байна. Та бүхний бидэнд итгэсэн итгэл, дэмжлэгээр бид сонгуулийн үйл ажиллагаагаа амжилттай дуусгаж чадлаа.  ЗӨВ сонголт хийн ЗӨВ ирээдүйг бүтээлцэж байгаа ЗӨВ хүн танд баярлалаа";"2020-06-22T09:48:42+0000";"photo";"8";"44";"272";"253";"19";"0";"0";"0";"0"
"1";"10";"1";"110296187292128_147542613567485";"data";"fetched (200)";"2020-07-23 19:29:12.807354";"Facebook:/<page-id>/posts";"";"2020-06-22T09:01:42+0000";"video";"0";"2";"21";"21";"0";"0";"0";"0";"0"
"1";"11";"1";"110296187292128_147532946901785";"data";"fetched (200)";"2020-07-23 19:29:12.807354";"Facebook:/<page-id>/posts";"Ард түмэндээ #Зөв сонголт хийх эрхийг нь шилжүүлээд Зөв Хүн Электорат эвсэл сонгуулийн сурталчилгааны ажлаа дуусгаж байна.  Таны сонголт #Зөв байна гэдэгт итгэлтэй байна.  #ЗөвхөнЗөвХүн #Сонгууль2020";"2020-06-22T08:17:37+0000";"link";"5";"28";"134";"129";"5";"0";"0";"0";"0"
"1";"12";"1";"110296187292128_147526200235793";"data";"fetched (200)";"2020-07-23 19:29:12.807354";"Facebook:/<page-id>/posts";"30 жил Монголын төрийг барьсан АН, МАН-ын үүсгэсэн гаж тогтолцоог халж, ТҮҮХийн шинэ хуудас эргүүлэх, ирээдүйгээ өөрчлөх боломж бидэнд байна.  #Зөвхүн #Зөвсонголт #Зөвбодлого #Зөвирээдүй";"2020-06-22T07:51:54+0000";"photo";"0";"45";"156";"152";"4";"0";"0";"0";"0"
"1";"13";"1";"110296187292128_147515413570205";"data";"fetched (200)";"2020-07-23 19:29:12.807354";"Facebook:/<page-id>/posts";"Монгол хүн та өөртөө итгэл төгс сонголтоо хийгээрэй!  Зөвхөн ТА л Монгол улсын ирээдүйг шийднэ. #Зөвхөн #ЗөвХүн";"2020-06-22T06:56:50+0000";"video";"12";"257";"205";"184";"20";"0";"1";"0";"0"
"1";"14";"1";"110296187292128_147495593572187";"data";"fetched (200)";"2020-07-23 19:29:12.807354";"Facebook:/<page-id>/posts";"""Зөв Хүн Электорат"" эвслийн Нийслэл дэх нэр дэвшигчид сонгуулийн аянаа нэр төртэй, шударга, ёс зүйтэй өрнүүлж дуусгалаа.  Бидний ажил дуусч, Сонгогч таны ажил эхэллээ. Та бүхний гарт сайхан Монгол Эх орныхоо ирээдүйг зөв зүгт чиглүүлэх хүч, боломж байна.   Та бүхний сонголт мэргэн байг ээ!  #ХуучнааХалъя #ЗөвХөгжье #Зөвхөн #ЗөвХүн";"2020-06-22T05:47:20+0000";"photo";"35";"130";"525";"491";"34";"0";"0";"0";"0"
"1";"15";"1";"110296187292128_147486546906425";"data";"fetched (200)";"2020-07-23 19:29:12.807354";"Facebook:/<page-id>/posts";"МАН АН бүхэл бүтэн 30 жилд чадаагүй зүйлээ ямар илбээр 4 жилд амжуулна гэж ярьж байгаан бэ?  #ХуучнаХалъя #ЗөвХөгжье #ЗөвСонголт #ЗөвХүн #ЗөвСонгууль";"2020-06-22T05:01:49+0000";"video";"60";"318";"788";"750";"24";"4";"0";"2";"8"
"1";"16";"1";"110296187292128_147468253574921";"data";"fetched (200)";"2020-07-23 19:29:12.807354";"Facebook:/<page-id>/posts";"Зөв Хүн Электорат эвслээс Баянзүрх 22-р тойрогт нэр дэвшигч Шинэ Монголын П.Наранбаяр: Шинэ Монголыг бүтээх ажил эхэллээ.";"2020-06-22T03:37:43+0000";"link";"0";"19";"134";"130";"4";"0";"0";"0";"0"
"1";"17";"1";"110296187292128_147243220264091";"data";"fetched (200)";"2020-07-23 19:29:12.807354";"Facebook:/<page-id>/posts";"Зөв хүн электорат эвслийн авсан хандив болон сонгуулийн зардлын зарцуулалтын явцын тайлан.";"2020-06-21T14:54:39+0000";"photo";"17";"80";"392";"373";"17";"0";"2";"0";"0"
"1";"18";"1";"110296187292128_147205363601210";"data";"fetched (200)";"2020-07-23 19:29:12.807354";"Facebook:/<page-id>/posts";"Чингэлтэйчүүд #зөвхүн-д итгэл хүлээлгэж байгагаа илэрхийлж маш сайхнаар хүлээн авч дэмжлээ.   #ЗөвХүн #ЗөвХөгжил";"2020-06-21T14:08:36+0000";"photo";"7";"68";"269";"260";"8";"1";"0";"0";"0"
"1";"19";"1";"110296187292128_147167033605043";"data";"fetched (200)";"2020-07-23 19:29:12.807354";"Facebook:/<page-id>/posts";"Өнөөдөр Баянгол болон Чингэлтэй дүүрэгт болсон уулзалтууд ирж оролцсон иргэд, сонгогчиддоо маш их баярлалаа.  #ХуучнааХалъя #ЗөвХөгжье #Зөвхөн #ЗөвХүн";"2020-06-21T12:37:51+0000";"photo";"5";"18";"204";"196";"8";"0";"0";"0";"0"
"1";"20";"1";"110296187292128_147162210272192";"data";"fetched (200)";"2020-07-23 19:29:12.807354";"Facebook:/<page-id>/posts";"Чингэлтэй дүүргийн Дэнжийн 1000-д иргэд сонгогчид хур бороог үл ажран нэр дэвшигчдээ дэмжлээ.";"2020-06-21T12:24:59+0000";"video";"0";"3";"46";"43";"3";"0";"0";"0";"0"
"1";"21";"1";"110296187292128_147128166942263";"data";"fetched (200)";"2020-07-23 19:29:12.807354";"Facebook:/<page-id>/posts";"#ЗөвХүн #ЗөвСонголт #ХуучнааХалъя #УлсТөрийгЦэвэрлэе";"2020-06-21T10:06:14+0000";"photo";"5";"109";"282";"269";"13";"0";"0";"0";"0"
"1";"22";"1";"110296187292128_147125183609228";"data";"fetched (200)";"2020-07-23 19:29:12.807354";"Facebook:/<page-id>/posts";"";"2020-06-21T09:57:39+0000";"video";"3";"9";"44";"43";"1";"0";"0";"0";"0"
"1";"23";"1";"110296187292128_147095396945540";"data";"fetched (200)";"2020-07-23 19:29:12.807354";"Facebook:/<page-id>/posts";"Яг цагийн дараа 17:00-аас Defacto Жаргалсайхан Зөв Хүн Электорат эвслийн тухай үзэл бодлоо илэрхийлж live хийх гэж байна.  Эвслийг дэмжигч хүн бүр түгээнэ үү 🙂 #Сонгууль2020 #ЗөвХүнЭлекторат эвсэл  Jargal Defacto";"2020-06-21T08:05:49+0000";"link";"0";"";"30";"29";"1";"0";"0";"0";"0"
"1";"24";"1";"110296187292128_147071640281249";"data";"fetched (200)";"2020-07-23 19:29:12.807354";"Facebook:/<page-id>/posts";"30 жил Монголын төрийг барьсан АН, МАН-ын үүсгэсэн гаж тогтолцоог халж, ТҮҮХийн шинэ хуудас эргүүлэх, ирээдүйгээ өөрчлөх боломж бидэнд байна.  #Зөвхүн #Зөвсонголт #Зөвбодлого #Зөвирээдүй";"2020-06-21T06:31:35+0000";"photo";"8";"84";"220";"214";"6";"0";"0";"0";"0"
"1";"25";"1";"110296187292128_147039846951095";"data";"fetched (200)";"2020-07-23 19:29:12.807354";"Facebook:/<page-id>/posts";"Шуудхан хэлэхэд бид төрийг форматлана.   #ХуучнааХалъя #ЗөвХөгжье";"2020-06-21T04:20:27+0000";"photo";"5";"102";"193";"192";"1";"0";"0";"0";"0"
"1";"26";"1";"110296187292128_147028103618936";"data";"fetched (200)";"2020-07-23 19:29:12.807354";"Facebook:/<page-id>/posts";"УИХ-н 29-р тойргийн нэр дэвшигч Тогмидын Доржханд зам зуур яваа иргэдтэйгээ мэндчиллээ.";"2020-06-21T03:28:44+0000";"video";"2";"8";"53";"52";"1";"0";"0";"0";"0"
"1";"27";"1";"110296187292128_146850630303350";"data";"fetched (200)";"2020-07-23 19:29:12.807354";"Facebook:/<page-id>/posts";"#ЗөвХүн олноороо соногдож чадвал авлига, албан тушаалын гэмт хэргийн эсрэг улс төрийн манлайллыг харуулж, нэн тэргүүнд улс төрийн намын тухай хуулийг шинэчилж, төрийн албыг улс төр, авлигын хүлээс, сүлжээнээс чөлөөлнө.  #ЗөвХүн #ЗөвБодлого #ХуучнааХалъя #ЗөвХөгжье";"2020-06-20T16:10:38+0000";"video";"13";"249";"230";"225";"3";"1";"0";"0";"1"
"1";"28";"1";"110296187292128_146817483639998";"data";"fetched (200)";"2020-07-23 19:29:12.807354";"Facebook:/<page-id>/posts";"Монголд итгэлийн яргуй дэлбээлбэл бид юу санасан бүхэндээ хүрэх болно оо. Хамтаараа ирээдүйгээ өөрчлөх боломж энүүхэнд байна.  #ХуучнааХалъя #ЗөвХөгжье #Зөвхөн #ЗөвХүн #Сонгууль2020";"2020-06-20T14:20:27+0000";"video";"10";"97";"320";"294";"22";"0";"2";"1";"1"
"1";"29";"1";"110296187292128_146766116978468";"data";"fetched (200)";"2020-07-23 19:29:12.807354";"Facebook:/<page-id>/posts";"Б.Отгонтөгс: Сонгуулиар хүмүүс эх орноо аврагчдыг хүлээдэг. Улс орныхоо эдийн засгийг аврагчид нь ""Зөв хүн электорат"" бид байна.   #ЗөвХүн #ЗөвБодлого #ЗөвХөгжил";"2020-06-20T11:34:20+0000";"link";"21";"118";"408";"388";"18";"1";"0";"0";"1"
"1";"30";"1";"110296187292128_146749580313455";"data";"fetched (200)";"2020-07-23 19:29:12.807354";"Facebook:/<page-id>/posts";"Яг Одоо Баянзүрх дүүргийн 22-р тойрогт нэр дэвшигч П.Наранбаяр өөрийн удирдаж байсан ШИНЭ МОНГОЛ СУРГУУЛИЙН гадаа талбайд сонгогч иргэдтэйгээ өргөтгөсөн уулзалт зохион байгуулж байна.    Уулзалтад эвслийн бусад нэр дэвшигчид оролцож байна.  #ЗөвХүн #ЗөвБодлого #ЗөвХандлага #ЗөвХөгжил";"2020-06-20T10:44:23+0000";"video";"1";"5";"41";"41";"0";"0";"0";"0";"0"
"1";"31";"1";"110296187292128_146714786983601";"data";"fetched (200)";"2020-07-23 19:29:12.807354";"Facebook:/<page-id>/posts";"30 жил Монголын төрийг барьсан АН, МАН-ын үүсгэсэн гаж тогтолцоог халж, ТҮҮХийн шинэ хуудас эргүүлэх, ирээдүйгээ өөрчлөх боломж бидэнд байна.  #Зөвхүн #Зөвсонголт #Зөвбодлого #Зөвирээдүй";"2020-06-20T08:31:42+0000";"photo";"45";"332";"1043";"999";"31";"6";"1";"1";"5"
"1";"32";"1";"110296187292128_146713293650417";"data";"fetched (200)";"2020-07-23 19:29:12.807354";"Facebook:/<page-id>/posts";"УИХ-н 23-р тойрог, Баянзүрх дүүрэгт “Зөв хүн электорат” эвслээс нэр дэшигч Д.Гантулга Улиастайд иргэдтэй уулзалт хийлээ.";"2020-06-20T08:24:50+0000";"link";"7";"49";"97";"95";"2";"0";"0";"0";"0"
"1";"33";"1";"110296187292128_146687133653033";"data";"fetched (200)";"2020-07-23 19:29:12.807354";"Facebook:/<page-id>/posts";"Зөв Хүн Электорат эвслийн нэгэн дэмжигч бидэнд шүлэг илгээжээ. Танд баярлалаа.  БИД ТА НАРААС АЙЖ БАЙНА...  ХУДАЛЧ, ХУУРАГЧ, ХУЛГАЙЧ, ЛУЙВАРЧИДТАЙГАА НЭГДЭН  ХУУРАМЧ АМЛАЛТЫН БАГ ЗҮҮЦГЭЭН  САЙН ЗҮЙЛ ЯРЬСАН, САЙХАН ЗҮЙЛ ӨГҮҮЛСЭН...  САЙН ХҮНИЙ ДҮРЭЭР ТӨРИЙГ АВАХ ГЭСЭН  САНАА МУУТ ТА НАРААС БИД АЙЖ БАЙНА...  АМЬДРАЛЫН САЙХАН БҮХНИЙГ  АЛАГ ҮРСҮҮДЭЭС МИНЬ БУЛААН  АРД ТҮМНЭЭСЭЭ ДЭЭРЭМДСЭН  АДГИЙН НАМУУД ТА НАРААС  АРД ТҮМЭН БИД АЙЖ БАЙНА...  ЯАЖ ТӨР БАРЬЖ, ЯДУУРЛЫН ТУЙЛД ХҮРГЭСНИЙГ ЧИНЬ  ЯДАРСАН МОНГОЛЧУУДЫН ХЭН НЬ Ч ХЭЛНЭ....  ЯЛ ЗАВШИН, УЛСАА ХУДАЛДСАН  ЯМБАТАН ТА НАРААС  ЯДАРСАН ТУЙЛДСАН МОНГОЛЧУУД БИД АЙЖ БАЙНА...  ЭД МӨНГӨ ДЭЭР, ЭВЛЭЛДЭН НЭГДЭЖ  ЭРЭЭ ЦЭЭРГҮЙ, ЭГЭЛ АРД ТҮМНИЙГ МИНЬ  ЭЦЭС ТӨГСГӨЛГҮЙ ЗОВООЖ БАЙГАА  ЭНЭ ЦАГИЙН ЭРХ МЭДЭЛТ ЛУЙВАРЧДААС  ЭГЭЛ ХҮН БҮХЭН ТА НАРААС АЙЖ БАЙНА...  ЭЭЛЖЛЭН ТӨРИЙГ САМРАХ, ЭГЭЛ АРДАА ШУЛАХ  ЭД БАЯЛАГЫН БЯЛУУНААС ХУВААЛЦААГҮЙ НЬ ТӨЛӨӨ  ЭЛДЭВ ХАРААЛААР БИЕЭСЭЭ ЗАНАХЫГ ЧИНЬ СОНСООД  ЭХ ОРОН МИНЬ ТАЙВАН БАЙГААСАЙ ХЭМЭЭН ЗАЛБИРАХ  ЭГЭЛ ТҮМЭН ЧИНЬ ТА НАРААС АЙЖ БАЙНА...  ХУУЛЬ ЗАВШИН, ТӨРИЙГ ЗАХИРЧ  ХУЛГАЙГ ДЭМЖИН, БАЯЛАГЫГ ЭРХШЭЭСЭН  АВИЛГА, МӨЛЖЛӨГИЙН ДАЛАЙД УЛСЫГ МИНЬ ЖИВҮҮЛСЭН  АХ НАМУУДААС  АРД ТҮМЭН БИД АЙЖ БАЙНА...  ҮНЭН ҮГ ХЭЛСНИЙ ТӨЛӨӨ  ҮЙЛДЭЛ, ҮЙЛИЙГ ЧИНЬ ХЭЛСНИЙ ТӨЛӨӨ  ГАВ ГИНЖ ЗҮҮХЭЭС ЧИНЬ БИД АЙГААГҮЙ  ГАМШИГ ЗОВЛОНГ ТУУЛАХААС Ч БИД АЙГААГҮЙ...  ҮНДЭСТЭН БҮХНИЙГ ТОЛГОЙГ НЬ БӨХИЙЛГӨЖ БАЙСАН  ӨВӨӨГ ДЭЭДЭСТЭЭ ДОРОМЖЛУУЛАХААС БИД АЙЖ БАЙНА...  ҮРГЭЛЖИЙН МАНДАЖ БАЙХ СОЁМБОТ ДАЛБААГАА  ҮРЧИЙЖ УРАГДАХААС БИД АЙЖ БАЙНА...  НААНАА МУУЛАВЧ, ЦААНА ТЭВРЭЛДЭХ  НАНДИН ҮЕРХЭЛТЭЙ, ТА НАРААС БИД АЙЖ БАЙНА...  ЭРХ МЭДЛИЙН ТӨЛӨӨ, ЭД БАЯЛАГЫН ТӨЛӨӨ  ЭХ ОРНОО Ч ӨГӨХӨӨС БУЦАХГҮЙ  ЭРЭЭ ЦЭЭРГҮЙ ТА НАРААС БИД АЙЖ БАЙНА...  ЭНЭ ДЭЛХИЙГ ЧИЧРҮҮЛЭХ, ЭНЭРЭЛГҮЙ ТАХЛЫН ҮЕД  ЭД ХӨРӨНГӨӨ ТА НАР ХАНДИВЛАСАН БИЛҮҮ...  ЭНЭРЭЛГҮЙ ТА НАРААС ЭГЭЛ ТҮМЭН ЧИНЬ АЙЖ БАЙНА...  ТУЙЛДАЖ ДОРОЙТОХ АРД ТҮМНЭЭРЭЭ  ТОХУУРХАЖ ЮУНД ХЭМЛЭГДЭНЭ ВЭ?  ӨӨРСДӨӨ ЗОРИУЛСАН ХУУЛИА  ӨМГӨӨЛЖ, ӨӨЛӨХ НЬ ЮУ БИЛЭЭ...  ӨНЧИН ЯДУУСЫГ ДАРЛАХ ХУУЛИНД ЧИНЬ  ӨТГӨС БУУРАЛ Ч ХЭЛМЭГДЭЖ БАЙГАА  ӨНӨӨ БОЛТОЛ МЭДЭЭГҮЙ ТА НАРААС АЙЖ БАЙНА...  ЯС БУЛААЛДАХ НОХОД АДИЛ ШИГ  ЯЛЗАРСАН БОДОЛТОЙ НАМУУДААС...  ЯДАРСАН ТҮМЭН МИНЬ АЙЖ БАЙНА...  БИЕЭСЭЭ САЙН МЭР...  БОХИР ЗҮЙЛЭЭС САЙН УУДАЛ...  БОДИТ ДҮРҮҮДИЙГ ЧИНЬ СОНСООД  БИД, ТА НАРЫГ ХАРАХААС АЙЖ БАЙНА...  БИД ТА НАРААС АЙЖ БАЙНА...";"2020-06-20T06:17:27+0000";"status";"0";"2";"37";"35";"2";"0";"0";"0";"0"
"1";"34";"1";"110296187292128_146671870321226";"data";"fetched (200)";"2020-07-23 19:29:12.807354";"Facebook:/<page-id>/posts";"Ардчилсан Монгол морио сэлгэх цаг болжээ!  Бид Монголоо Монголоор нь хөгжүүлж, улс орноо шинэ цаг, эрин үед дагуулах шийдлийг, шинэ соёл хандлагыг бүтээхээр орж ирж буй улс төрийн хүчин.   Бид ирээдүйгээ итгэл төгс бүтээх чин сэтгэл, хүсэл тэмүүлэлтэй, эрдэм мэдлэгтэй, ёс зүйтэй мэргэжлийн баг.   #Зөвхөн #ЗөвХүн #ЗөвХандлага #ЗөвБодлого #Сонгууль2020";"2020-06-20T05:13:45+0000";"photo";"16";"140";"547";"518";"28";"1";"0";"0";"0"
"1";"35";"1";"110296187292128_146663250322088";"data";"fetched (200)";"2020-07-23 19:29:12.807354";"Facebook:/<page-id>/posts";"Зөв Хүн Электорат эвслээс Төв аймаг 14-р тойрогт нэр дэвшигч Зүй Ёс намын дарга БАТБАЯРЫН НАСАНБИЛЭГ  Яг одоо 13:15 МҮОНТ-ээр шууд нэвтрүүлэгт оролцоно.  Тэр үлгэр жишээ #Зөвхүн юм. Батбаярын Насанбилэг";"2020-06-20T04:46:02+0000";"photo";"0";"18";"57";"55";"2";"0";"0";"0";"0"
"1";"36";"1";"110296187292128_146649290323484";"data";"fetched (200)";"2020-07-23 19:29:12.807354";"Facebook:/<page-id>/posts";"Сонгууль таниас ЗӨВ хандлага шаардаж байна.  #Зөвхүн #ЗөвХүнЭлекторатЭвсэл #Зөвбодлого #Зөвхандлага #Сонгууль2020";"2020-06-20T03:39:31+0000";"photo";"3";"123";"167";"158";"9";"0";"0";"0";"0"
"1";"37";"1";"110296187292128_146447010343712";"data";"fetched (200)";"2020-07-23 19:29:12.807354";"Facebook:/<page-id>/posts";"#ЗөвБодлого #ЗөвШийдэл #ХуучнааХалъя";"2020-06-19T13:59:58+0000";"photo";"21";"176";"828";"774";"25";"26";"1";"2";"0"
"1";"38";"1";"110296187292128_146385537016526";"data";"fetched (200)";"2020-07-23 19:29:12.807354";"Facebook:/<page-id>/posts";"УИХ-ын 26-р тойрог, Баянгол дүүрэгт ""Зөв ХҮН Электорат"" эвслээс нэр дэвшигч Ж.Золжаргал инженер Улаанбаатар хотод тулгамдаад буй асуудлуудад дараах гарц шийдлийг санал болгож байна.   #ЗөвБодлого #ЗөвШийдэл #ХуучнааХалъя";"2020-06-19T09:46:12+0000";"link";"4";"6";"56";"55";"1";"0";"0";"0";"0"
"1";"39";"1";"110296187292128_146384760349937";"data";"fetched (200)";"2020-07-23 19:29:12.807354";"Facebook:/<page-id>/posts";"Монголын аялал жуулчлалын салбарын хөгжлийг бид хэрхэн харж байгаа вэ?  #ЗөвБодлого #ЗөвШийдэл #ХуучнааХалъя";"2020-06-19T09:43:15+0000";"video";"12";"79";"129";"122";"7";"0";"0";"0";"0"
"1";"40";"1";"110296187292128_146384383683308";"data";"fetched (200)";"2020-07-23 19:29:12.807354";"Facebook:/<page-id>/posts";"УИХ-н 3-р тойрогт гадаадаас оролцож, сурталчилгааны аянаа хийсээр яваа М.Ариунтуяа нэр дэвшигч:   ""Цөөхөн хүн амтай Монголчууд бид үүнээс хойш ч өөрчлөлтөд түргэн шуурхай дасан зохицох чадвараа улам хөгжүүлэн, нэг хүн нэг бус 2 ба түүнээс дээш салбар мэргэжлийн чадварыг хослуулах шаардлагатай. Үүний тулд бусдаас суралцах авьяас чадвараа улам хөгжүүлэх хэрэгтэй ч гадаад хөтөлбөр, туршлагыг сохроор дуурайх албагүй.""  #ЗөвБодлого #ЗөвШийдэл #ХуучнааХалъя";"2020-06-19T09:40:04+0000";"link";"3";"5";"48";"43";"5";"0";"0";"0";"0"
"1";"41";"1";"110296187292128_146361530352260";"data";"fetched (200)";"2020-07-23 19:29:12.807354";"Facebook:/<page-id>/posts";"Япон дахь Монгол ээжүүд дэмжлэгээ ийнхүү илэрхийлж байна. ☂️💜";"2020-06-19T07:45:43+0000";"video";"1";"2";"30";"29";"1";"0";"0";"0";"0"
"1";"42";"1";"110296187292128_146319090356504";"data";"fetched (200)";"2020-07-23 19:29:12.807354";"Facebook:/<page-id>/posts";"Улс орны цаашдын хөгжил, тусгаар байдлын жанжин чиг шугамыг өөрчлөх боломжийг зөв цагт нь олгосон сонгууль болж байна.  Энэ эгзэгтэй үед хамтынхаа ирээдүйн төлөө зоригтойгоор өөрчлөлт хийцгээе. Хуучнаа халж, зөв хөгжье!  #ХуучнааХалъя #ЗөвБодлого #ЗөвСонголт #Сонгууль2020";"2020-06-19T04:07:03+0000";"video";"0";"8";"29";"28";"1";"0";"0";"0";"0"
"1";"43";"1";"110296187292128_146287237026356";"data";"fetched (200)";"2020-07-23 19:29:12.807354";"Facebook:/<page-id>/posts";"Зөв Хүн Электорат эвслээс УИХ-ын сонгуулийн 23-р тойрогт нэр дэвшиж байгаа Доноровын Гантулга Gantulga Donorov  Монголчуудыг ядууруулдаг тэтгэврийн тогтолцоог шинэчлэх шаардлагатай вэ? гэдгийг тайлбарлалаа.  #ЗөвБодлого #ЗөвХүн";"2020-06-19T01:58:47+0000";"video";"0";"9";"48";"47";"1";"0";"0";"0";"0"
"1";"44";"1";"110296187292128_146285590359854";"data";"fetched (200)";"2020-07-23 19:29:12.807354";"Facebook:/<page-id>/posts";"Өнөөдөр сонгогчид та бүхнийг УИХ-н 24-р тойрог Сүхбаатар дүүрэгт хийгдэх НЭГДСЭН уулзалтанд урьж байна.";"2020-06-19T01:52:12+0000";"photo";"17";"101";"348";"339";"8";"0";"1";"0";"0"
"1";"45";"1";"110296187292128_145957493725997";"data";"fetched (200)";"2020-07-23 19:29:12.807354";"Facebook:/<page-id>/posts";"ЗӨВ ХҮН Электорат эвслийн цаана Баабар, С.Баяр, Ц.Элбэгдорж нар байдаг, тэд нэр дэвшигчдийг нь далдаас удирддаг, эвслийн үйл хэрэгт оролцдог мэтээр иргэд, сонгогчдыг илтэд төөрөгдүүлсэн бичвэр, аман яриа түгээж буйг бид няцааж мэдэгдэл хийгээд байна. #ЗөвХүн";"2020-06-18T08:15:38+0000";"link";"64";"161";"373";"356";"12";"3";"2";"0";"0"
