"level";"id";"parent_id";"object_id";"object_type";"query_status";"query_time";"query_type";"created_time";"type";"comments.summary.total_count";"shares.count";"reactions.summary.total_count";"like.summary.total_count";"love.summary.total_count";"haha.summary.total_count";"wow.summary.total_count";"sad.summary.total_count";"angry.summary.total_count";"message"
"1";"184";"1";"210175192404846_583854512542623";"data";"fetched (200)";"2020-07-23 18:36:05.786496";"Facebook:/<page-id>/posts";"2020-06-13T04:07:42+0000";"video";"563";"794";"679";"645";"27";"3";"1";"0";"3";"АРДЧИЛСАН НАМЫН СОНГУУЛИЙН ТӨВ ШТАБААС БЭЛТГЭЖ БАЙГАА “ЭРХ ЧӨЛӨӨНИЙ МЭДЭЭ”  өдөр бүрийн 12:06 минут                            15:00 цаг                           19:00 цагаас сонгогч та хүлээн авч үзээрэй"
"1";"185";"1";"210175192404846_3027306790691658";"data";"fetched (200)";"2020-07-23 18:36:05.786496";"Facebook:/<page-id>/posts";"2020-06-12T13:15:24+0000";"photo";"1926";"1052";"1415";"1341";"65";"2";"2";"1";"4";"ӨСӨЛТИЙГ ДЭМЖСЭН_ХӨГЖЛИЙН БАГ 🇲🇳🇲🇳🇲🇳  ИРГЭД_СОНГОГЧДЫН УУЛЗАЛТ 👏👏👏"
"1";"186";"1";"210175192404846_538248390203279";"data";"fetched (200)";"2020-07-23 18:36:05.786496";"Facebook:/<page-id>/posts";"2020-06-12T11:14:10+0000";"video";"892";"367";"742";"700";"39";"0";"1";"0";"2";"АРДЧИЛСАН НАМЫН СОНГУУЛИЙН ТӨВ ШТАБААС БЭЛТГЭЖ БАЙГАА “ЭРХ ЧӨЛӨӨНИЙ МЭДЭЭ”  өдөр бүрийн 12:06 минут                            15:00 цаг                           19:00 цагаас сонгогч та хүлээн авч үзээрэй"
"1";"187";"1";"210175192404846_3026957744059896";"data";"fetched (200)";"2020-07-23 18:36:05.786496";"Facebook:/<page-id>/posts";"2020-06-12T10:27:38+0000";"link";"31";"916";"257";"252";"5";"0";"0";"0";"0";"http://demparty.mn/article/792"
"1";"188";"1";"210175192404846_3026913104064360";"data";"fetched (200)";"2020-07-23 18:36:05.786496";"Facebook:/<page-id>/posts";"2020-06-12T10:01:41+0000";"link";"486";"697";"562";"541";"15";"0";"1";"1";"4";"http://demparty.mn/article/789"
"1";"189";"1";"210175192404846_3026843007404703";"data";"fetched (200)";"2020-07-23 18:36:05.786496";"Facebook:/<page-id>/posts";"2020-06-12T09:22:24+0000";"link";"68";"960";"922";"898";"19";"1";"0";"1";"3";"http://demparty.mn/article/788"
"1";"190";"1";"210175192404846_3026791427409861";"data";"fetched (200)";"2020-07-23 18:36:05.786496";"Facebook:/<page-id>/posts";"2020-06-12T08:56:29+0000";"photo";"550";"635";"899";"855";"40";"2";"1";"0";"1";"ӨСӨЛТИЙГ ДЭМЖСЭН_ХӨГЖЛИЙН БАГ 🇲🇳🇲🇳🇲🇳  ИРГЭД_СОНГОГЧДЫН УУЛЗАЛТ 👏👏👏"
"1";"191";"1";"210175192404846_3026701934085477";"data";"fetched (200)";"2020-07-23 18:36:05.786496";"Facebook:/<page-id>/posts";"2020-06-12T08:11:22+0000";"video";"1134";"1626";"1838";"1755";"46";"13";"2";"4";"18";"УИХ-ын гишүүнийг сонгогчдын саналаар эргүүлэн татна  #Монгол_өрх_хөгжлийн_бодлого_мөрийн_хөтөлбөрөөс🇲🇳🇲🇳🇲🇳"
"1";"192";"1";"210175192404846_3026639267425077";"data";"fetched (200)";"2020-07-23 18:36:05.786496";"Facebook:/<page-id>/posts";"2020-06-12T07:42:39+0000";"video";"1548";"2707";"2175";"1705";"66";"199";"5";"13";"187";"АН-ын дарга, УИХ-ын гишүүн С.Эрдэнэ уриалга хүргүүллээ.  Тэрээр ""Улс орон даяар АН-ын ялалт амжилтын цуурай удахгүй цуурайтна. Ардчиллын хамгийн гол үр дүн бол Монгол улсын тусгаар тогтнол. Тусгаар тогтнолынхоо төлөө зөв мэргэн сонголт хийхийг уриалж байна. Асар их гүтгэлэг мөнгө тараалт явагдана. Мөнгийг авчихаад сонголтоо мэргэн хийхийг уриалж байна"" гэлээ."
"1";"193";"1";"210175192404846_3026621284093542";"data";"fetched (200)";"2020-07-23 18:36:05.786496";"Facebook:/<page-id>/posts";"2020-06-12T07:37:16+0000";"video";"961";"960";"370";"351";"17";"0";"0";"0";"2";"С.Эрдэнэ: Аав минь Монголын сагсан бөмбөгийн ууган спортын мастеруудын нэг... Нөхдийнхөө хамт энэ спортыг хөгжүүлэхийн төлөө амьдралынхаа ихэнхи хугацааг зориулсан.  Нэг удаа Эрхүү хот руу багаа авч яваад хожигдож ирчихээд нэлээд сэтгэлээр унаж ""Ядаж Эрхүүгийн багийг хождог болчих юмсан. Тэднийх шиг бэлтгэлийн заалтай, байнга бэлтгэл хийдэг бол манайхан ч чадна л даа"" гэж байсан нь сэтгэлд тод үлдэж, намайг ""Монголын сагсан бөмбөгийг дэлхийн тавцанд хүргэх юмсан, Олон улсын шаардлага хангасан бэлтгэлийн заалтай болгох юмсан"" гэсэн мөрөөдөлтэй болгосон юм. 2012 онд Монголын Үндэсний Сагсан бөмбөгийн холбоог байгуулж, 2015 онд Олимп спорт цогцолборыг ашиглалтанд оруулснаар тамирчид маань бусдыг ""царайчлахгүй"" бэлтгэлээ хийх боломжтой болсон. Харин одоо бид үр дүнгээ хүртэж, Монголын сагсан бөмбөгчид 3х3 төрлөөр: -Оюутны Дэлхийн аваргын алт, мөнгөн медаль, -Ази тивийн аваргын 1 алт, 2 мөнгөн медаль, -Оюутны Азийн аваргын алт, мөнгө, хүрэл, медаль авч чансаагаараа эрэгтэй баг Дэлхийд гуравт, эмэгтэй баг дөрөвт эрэмбэлэгдэж байна. Харин сагсан бөмбөгийн үндсэн төрлөөр Оюутны Азийн аварга болж, Азийн наадмын шилдэг 8 багт багтсан амжилт үзүүлээд байна🇲🇳🇲🇳🇲🇳"
"1";"194";"1";"210175192404846_3026565267432477";"data";"fetched (200)";"2020-07-23 18:36:05.786496";"Facebook:/<page-id>/posts";"2020-06-12T07:00:41+0000";"video";"355";"759";"604";"572";"29";"0";"1";"1";"1";"Төрийн албаны удирдах албан тушаалтны тоог бууруулж, дарга нарын тансаглалыг таслан зогсооно  #Монгол_өрх_хөгжлийн_бодлого_мөрийн_хөтөлбөрөөс🇲🇳🇲🇳🇲🇳"
"1";"195";"1";"210175192404846_2589791708016121";"data";"fetched (200)";"2020-07-23 18:36:05.786496";"Facebook:/<page-id>/posts";"2020-06-12T06:55:03+0000";"video";"1024";"1189";"562";"538";"22";"0";"0";"0";"2";"АРДЧИЛСАН НАМЫН СОНГУУЛИЙН ТӨВ ШТАБААС БЭЛТГЭЖ БАЙГАА “ЭРХ ЧӨЛӨӨНИЙ МЭДЭЭ”  өдөр бүрийн 12:06 минут                            15:00 цаг                           19:00 цагаас сонгогч та хүлээн авч үзээрэй"
"1";"196";"1";"210175192404846_699597340832054";"data";"fetched (200)";"2020-07-23 18:36:05.786496";"Facebook:/<page-id>/posts";"2020-06-12T05:48:11+0000";"video";"578";"967";"472";"441";"19";"4";"0";"0";"8";"АН-ын ЕНБД Ц.Баатархүү цаг үеийн асуудлаар мэдээлэл хийж байна"
"1";"197";"1";"210175192404846_2553799538204444";"data";"fetched (200)";"2020-07-23 18:36:05.786496";"Facebook:/<page-id>/posts";"2020-06-12T04:03:38+0000";"video";"526";"956";"546";"494";"30";"2";"3";"0";"17";"АРДЧИЛСАН НАМЫН СОНГУУЛИЙН ТӨВ ШТАБААС БЭЛТГЭЖ БАЙГАА “ЭРХ ЧӨЛӨӨНИЙ МЭДЭЭ”  өдөр бүрийн 12:06 минут                            15:00 цаг                           19:00 цагаас сонгогч та хүлээн авч үзээрэй"
"1";"198";"1";"210175192404846_3026137327475271";"data";"fetched (200)";"2020-07-23 18:36:05.786496";"Facebook:/<page-id>/posts";"2020-06-12T03:03:03+0000";"video";"2004";"1292";"1045";"988";"48";"3";"0";"1";"5";"Шүүхийн хараат бус байдлыг хангана   #Монгол_өрх_хөгжлийн_бодлого_мөрийн_хөтөлбөрөөс🇲🇳🇲🇳🇲🇳"
"1";"199";"1";"210175192404846_3026112180811119";"data";"fetched (200)";"2020-07-23 18:36:05.786496";"Facebook:/<page-id>/posts";"2020-06-12T02:48:06+0000";"video";"1049";"1340";"576";"539";"32";"0";"1";"0";"4";"Хөдөө, орон нутагт нам даралтын зуухнуудыг татан буулгаж, нэгдсэн системд холбоно  Хүн бүрд ОРЛОГО ✅ Өрх бүрд ӨСӨЛТ   ✅"
"1";"200";"1";"210175192404846_3024592764296394";"data";"fetched (200)";"2020-07-23 18:36:05.786496";"Facebook:/<page-id>/posts";"2020-06-11T13:11:11+0000";"video";"992";"934";"572";"541";"25";"1";"3";"0";"2";"ЖДҮ БАНК БАЙГУУЛНА...  Хүн бүрд ОРЛОГО ✅ Өрх бүрд ӨСӨЛТ   ✅"
"1";"201";"1";"210175192404846_3024368570985480";"data";"fetched (200)";"2020-07-23 18:36:05.786496";"Facebook:/<page-id>/posts";"2020-06-11T11:14:20+0000";"video";"1076";"2147";"2386";"2237";"72";"25";"5";"2";"45";"Хамтын тэтгэврийн тухай хуулийг сэргээж, мөрдөнө  Хүн бүрд ОРЛОГО ✅ Өрх бүрд ӨСӨЛТ   ✅"
"1";"202";"1";"210175192404846_3024265830995754";"data";"fetched (200)";"2020-07-23 18:36:05.786496";"Facebook:/<page-id>/posts";"2020-06-11T10:14:00+0000";"photo";"129";"354";"899";"852";"42";"1";"1";"0";"3";"Сонгогч иргэн таны гарт манай намаас дэвшүүлсэн мөрийн хөтөлбөрийг улс орны өнцөг булан бүрт хүргэсээр байна.  Хүн бүрд ОРЛОГО ✅ Өрх бүрд ӨСӨЛТ   ✅"
"1";"203";"1";"210175192404846";"offcut";"fetched (200)";"2020-07-23 18:36:05.786496";"Facebook:/<page-id>/posts";"";"";"";"";"";"";"";"";"";"";"";""
"1";"204";"1";"210175192404846_3024206887668315";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-11T09:42:32+0000";"photo";"447";"1024";"1321";"1257";"53";"2";"3";"0";"6";"АРДЧИЛСАН НАМЫН ДАРГА С.ЭРДЭНЭ ХЭНТИЙ АЙМАГТ АЖИЛЛАЛАА. ХЭНТИЙ АЙМАГ АРДЧИЛЛЫН ӨРГӨӨТЭЙ БОЛЛОО_ӨСӨЛТИЙГ ӨРХ БҮРД ХҮРГЭНЭ 🇲🇳"
"1";"205";"1";"210175192404846_3024158611006476";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-11T09:12:29+0000";"video";"1153";"657";"525";"497";"24";"0";"0";"0";"4";"Төрийн өмчит “Эрдэнэт УҮГ”-ын хувьцааг хөрөнгийн биржээр арилжаалах замаар иргэн, хуулийн этгээдэд эзэмшүүлнэ   #Монгол_өрх_хөгжлийн_бодлого_мөрийн_хөтөлбөрөөс🇲🇳🇲🇳🇲🇳"
"1";"206";"1";"210175192404846_3024153837673620";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-11T09:10:38+0000";"video";"918";"673";"456";"439";"15";"0";"0";"0";"2";"""ӨСӨЛТИЙН ТУХАЙ ЯРЪЯ"" ПОДКАСТ: ЭРХЗҮЙЧ Б.ГАН-ОЧИР"
"1";"207";"1";"210175192404846_585305019073618";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-11T11:00:58+0000";"video";"84";"1139";"611";"580";"28";"0";"1";"0";"2";"АРДЧИЛСАН НАМЫН СОНГУУЛИЙН ТӨВ ШТАБААС БЭЛТГЭЖ БАЙГАА “ЭРХ ЧӨЛӨӨНИЙ МЭДЭЭ”  өдөр бүрийн 12:06 минут                            15:00 цаг                           19:00 цагаас сонгогч та хүлээн авч үзээрэй"
"1";"208";"1";"210175192404846_717460768796721";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-11T07:04:07+0000";"video";"539";"633";"557";"514";"36";"2";"0";"0";"5";"АРДЧИЛСАН НАМЫН СОНГУУЛИЙН ТӨВ ШТАБААС БЭЛТГЭЖ БАЙГАА “ЭРХ ЧӨЛӨӨНИЙ МЭДЭЭ”  өдөр бүрийн 12:06 минут                            15:00 цаг                           19:00 цагаас сонгогч та хүлээн авч үзээрэй"
"1";"209";"1";"210175192404846_3023870707701933";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-11T06:07:54+0000";"photo";"1029";"3331";"1527";"1430";"82";"11";"1";"0";"3";"ШУДАРГААР ӨРСӨЛДЬЕ 🇲🇳🇲🇳🇲🇳"
"1";"210";"1";"210175192404846_3023850527703951";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-11T05:56:45+0000";"link";"3";"51";"163";"160";"1";"1";"0";"0";"1";"http://demparty.mn/article/785"
"1";"211";"1";"210175192404846_3023822344373436";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-11T05:39:52+0000";"video";"93";"459";"583";"540";"32";"3";"1";"1";"6";"ГАНЦХАН САНАЛ эрх мэдэл, худал хуурмаг, популист хандлага, улс орны уналтанд орсон эдийн засаг, ЖДҮ-ийн алдагдсан боломж бүхнийг засаж өөрчилж чадна 🇲🇳"
"1";"212";"1";"210175192404846_3023818874373783";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-11T05:37:16+0000";"video";"68";"411";"435";"414";"18";"2";"0";"0";"1";"Дагуул ба шинэ хот   • Орон нутаг, нийслэл, дагуул болон засаг захиргааны шинэ хотыг байгуулж, хөгжүүлэх хууль эрх зүйн орчныг бүрдүүлнэ. • “Майдар сити”, “Аэро Сити” зэрэг дагуул хотуудыг байгуулахыг дэмжинэ.  • Налайх, Багануур дүүргүүдийг дагуул хотын төлөвлөлтийг эхлүүлнэ.  #Монгол_өрх_хөгжлийн_бодлого_мөрийн_хөтөлбөрөөс🇲🇳🇲🇳🇲🇳"
"1";"213";"1";"210175192404846_3023691814386489";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-11T04:15:32+0000";"link";"61";"182";"1054";"1018";"20";"6";"1";"1";"8";"http://demparty.mn/article/784"
"1";"214";"1";"210175192404846_279984536743461";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-11T03:58:36+0000";"video";"1265";"1241";"715";"664";"45";"1";"1";"1";"3";"АРДЧИЛСАН НАМЫН СОНГУУЛИЙН ТӨВ ШТАБААС БЭЛТГЭЖ БАЙГАА “ЭРХ ЧӨЛӨӨНИЙ МЭДЭЭ”  өдөр бүрийн 12:06 минут                            15:00 цаг                           19:00 цагаас сонгогч та хүлээн авч үзээрэй"
"1";"215";"1";"210175192404846_2762760250635448";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-11T03:54:39+0000";"video";"571";"510";"737";"657";"44";"18";"2";"4";"12";"Хэнтий аймгийн сонгуулийн сурталчилгааны нээлтэд АН-ын дарга С.Эрдэнэ оролцож иргэд сонгогчидтой уулзаж байна"
"1";"216";"1";"210175192404846_244237803545646";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-11T01:41:04+0000";"video";"781";"1455";"1316";"1105";"135";"22";"8";"6";"40";"Хэнтий аймгийн АН шинэ байраа хүлээн авч байна. нээлтэд УИХ-ын гишүүн, АН-ын дарга С.Эрдэнэ оролцож байна"
"1";"217";"1";"210175192404846_3022095394546131";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-10T14:16:31+0000";"video";"541";"1041";"475";"455";"17";"1";"0";"0";"2";"Боловсруулах үйлдвэрүүдээс давхар АМНАТ авахгүй  #Монгол_өрх_хөгжлийн_бодлого_мөрийн_хөтөлбөрөөс..."
"1";"218";"1";"210175192404846_3022026464553024";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-10T13:42:13+0000";"video";"1073";"1126";"557";"533";"20";"2";"0";"0";"2";"БАЯЛАГТАА ЭЗЭН МОНГОЛ🇲🇳  #Монгол_өрх_хөгжлийн_бодлого_мөрийн_хөтөлбөрөөс..."
"1";"219";"1";"210175192404846_3022016277887376";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-10T13:38:28+0000";"video";"981";"914";"617";"584";"25";"2";"0";"0";"6";"ТӨРӨӨ ЗАСЪЯ..."
"1";"220";"1";"210175192404846_3021987487890255";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-10T13:23:24+0000";"photo";"38";"142";"503";"480";"21";"0";"0";"0";"2";"ӨСӨЛТИЙГ ДЭМЖСЭН_ХӨГЖЛИЙН БАГ 🇲🇳🇲🇳🇲🇳  ИРГЭД_СОНГОГЧДЫН УУЛЗАЛТ 👏👏👏"
"1";"221";"1";"210175192404846_3021972491225088";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-10T13:16:28+0000";"video";"62";"1063";"415";"391";"22";"1";"0";"0";"1";"Байгаль орчинд ээлтэй, ногоон эдийн засагт суурилсан хөгжлийн үе шатруу шилжинэ☘️☘️☘️  #Монгол_өрх_хөгжлийн_бодлого_мөрийн_хөтөлбөрөөс..."
"1";"222";"1";"210175192404846_2665113626925841";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-10T10:55:53+0000";"video";"1236";"211";"435";"402";"27";"1";"1";"0";"4";"АРДЧИЛСАН НАМЫН СОНГУУЛИЙН ТӨВ ШТАБААС БЭЛТГЭЖ БАЙГАА “ЭРХ ЧӨЛӨӨНИЙ МЭДЭЭ”  өдөр бүрийн 12:06 минут                            15:00 цаг                           19:00 цагаас сонгогч та хүлээн авч үзээрэй"
"1";"223";"1";"210175192404846_3021381321284205";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-10T07:47:07+0000";"photo";"1240";"1358";"1013";"950";"56";"1";"3";"0";"3";"ӨСӨЛТИЙГ ДЭМЖСЭН_ХӨГЖЛИЙН БАГ   ИРГЭД_СОНГОГЧИДТОЙГОО УУЛЗАЖ ЯВНА_БАЯНГОЛ ДҮҮРЭГ_ӨСӨЛТИЙГ ӨРХ БҮРД ХҮРГЭНЭ 🇲🇳🇲🇳🇲🇳"
"1";"224";"1";"210175192404846_2845870295521502";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-10T07:03:25+0000";"video";"1719";"1374";"743";"653";"83";"1";"1";"1";"4";"АРДЧИЛСАН НАМЫН СОНГУУЛИЙН ТӨВ ШТАБААС БЭЛТГЭЖ БАЙГАА “ЭРХ ЧӨЛӨӨНИЙ МЭДЭЭ”  өдөр бүрийн 12:06 минут                            15:00 цаг                           19:00 цагаас сонгогч та хүлээн авч үзээрэй"
"1";"225";"1";"210175192404846_3021206811301656";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-10T06:04:28+0000";"video";"1055";"1452";"1754";"1619";"80";"17";"2";"2";"34";"ГАЛЗУУ ГАНЦ САНАЛ🇲🇳✅"
"1";"226";"1";"210175192404846_3021174194638251";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-10T05:43:29+0000";"video";"1334";"4120";"9764";"4942";"411";"4053";"47";"79";"232";"10 000 ОЮУТНЫГ ДЭЛХИЙН ШИЛДЭГ ИХ ДЭЭД СУРГУУЛЬД СУРАЛЦУУЛНА🇲🇳  #Монгол_өрх_хөгжлийн_бодлого_2020✅✅✅ #Өсөлтийг_өрх_бүрд ✅✅✅"
"1";"227";"1";"210175192404846_3021132317975772";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-10T05:16:42+0000";"video";"1241";"115";"390";"367";"17";"1";"0";"0";"5";"УИХ-ЫН СОНГУУЛИЙН 29-Р ТОЙРОГ ХАН-УУЛ ДҮҮРЭГТ АРДЧИЛСАН НАМААС НЭР ДЭВШИГЧ Ч.ӨНӨРБАЯР_ИРГЭНДЭЭ ҮЙЛЧИЛДЭГ_ХУУЛЬТАЙ МОНГОЛ"
"1";"228";"1";"210175192404846_2639388409641550";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-10T04:00:13+0000";"video";"87";"239";"529";"496";"26";"1";"2";"0";"4";"АРДЧИЛСАН НАМЫН СОНГУУЛИЙН ТӨВ ШТАБААС БЭЛТГЭЖ БАЙГАА “ЭРХ ЧӨЛӨӨНИЙ МЭДЭЭ”  өдөр бүрийн 12:06 минут                            15:00 цаг                           19:00 цагаас сонгогч та хүлээн авч үзээрэй"
"1";"229";"1";"210175192404846_3020993647989639";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-10T03:51:20+0000";"video";"40";"54";"279";"260";"15";"1";"1";"0";"2";"УИХ-ын сонгуулийн 16 дугаар тойрог Ховд аймагт Ардчилсан намаас нэр дэвшигч:  Б.Пүрэвдорж ✅ Н.Пунцаг✅ Ш.Адьшаа ✅"
"1";"230";"1";"210175192404846_3020904657998538";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-10T03:03:49+0000";"video";"734";"2073";"1406";"1266";"71";"45";"3";"2";"19";"8 хувийн ипотекийн зээлийг сэргээж, барилгын салбарт шинээр 50 000 ажлын байрыг бий болгож нийт 100 000-д хүргэнэ  #Монгол_өрх_хөгжлийн_бодлого_2020✅✅✅ #Өсөлтийг_өрх_бүрд ✅✅✅"
"1";"231";"1";"210175192404846_3019501021472235";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-09T15:02:31+0000";"video";"108";"404";"646";"603";"31";"5";"2";"1";"4";"Байгаль хамгаалахад хувь нэмэр оруулсан иргэн, Аж ахуйн нэгжийг төрөөс урамшуулна...    #Монгол_өрх_хөгжлийн_бодлого_2020✅✅✅ #Өсөлтийг_өрх_бүрд ✅✅✅"
"1";"232";"1";"210175192404846_3019456771476660";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-09T14:42:21+0000";"video";"1102";"1404";"1592";"1464";"48";"32";"5";"4";"39";"3 САЯ ДАНС ХӨТӨЛБӨР ХЭРЭГЖҮҮЛНЭ...  #Монгол_өрх_хөгжлийн_бодлого_2020✅✅✅ #Өсөлтийг_өрх_бүрд ✅✅✅"
"1";"233";"1";"210175192404846_3019324004823270";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-09T13:44:58+0000";"video";"65";"241";"454";"424";"18";"2";"1";"3";"6";"""ТӨРӨӨ ЗАСЪЯ"""
"1";"234";"1";"210175192404846_3019240888164915";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-09T13:05:41+0000";"photo";"1564";"117";"534";"497";"27";"3";"0";"1";"6";"ӨСӨЛТИЙГ ДЭМЖСЭН ХӨГЖЛИЙН БАГ БАЯНГОЛ ДҮҮРГИЙН 5-Р ХОРООНЫ ИРГЭДТЭЙ УУЛЗЛАА.  ӨСӨЛТИЙГ_ӨРХ БҮРД_ХҮРГЭНЭ 🇲🇳🇲🇳🇲🇳"
"1";"235";"1";"210175192404846_3019228368166167";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-09T12:59:59+0000";"video";"996";"1161";"389";"367";"17";"0";"1";"2";"2";"ИЖИЛ ЭРХТЭЙ ДУУГАРЧ, ТЭГШ ЭРХТЭЙ АМЬДАРЧ_ТУСГАЙ ХЭРЭГЦЭЭГЭЭ МЭДРҮҮЛЭХ  ЭРХТЭЙ....117 МЯНГАН ИРГЭН_ТЭДНИЙ ГЭР БҮЛИЙН ТӨЛӨӨ_ТЭГШ ЭРХТЭЙ НИЙГМИЙГ ЦОГЦЛООЁ"
"1";"236";"1";"210175192404846_2991571517592299";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-09T11:25:12+0000";"video";"924";"1404";"583";"530";"40";"2";"2";"2";"7";"АРДЧИЛСАН НАМЫН СОНГУУЛИЙН ТӨВ ШТАБААС БЭЛТГЭЖ БАЙГАА “ЭРХ ЧӨЛӨӨНИЙ МЭДЭЭ”  өдөр бүрийн 12:06 минут                            15:00 цаг                           19:00 цагаас сонгогч та хүлээн авч үзээрэй"
"1";"237";"1";"210175192404846_3019005584855112";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-09T11:00:02+0000";"link";"136";"441";"1381";"1320";"32";"10";"4";"3";"12";"http://demparty.mn/article/782"
"1";"238";"1";"210175192404846_3018995754856095";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-09T10:54:27+0000";"photo";"1211";"1364";"901";"840";"54";"1";"2";"1";"3";""
"1";"239";"1";"210175192404846_3018857268203277";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-09T09:31:33+0000";"video";"947";"1460";"481";"451";"22";"1";"0";"1";"6";"""ӨСӨЛТИЙН ТУХАЙ ЯРЪЯ"" ПОДКАСТ: УИХ-ЫН 25-Р ТОЙРОГ ЧИНГЭЛТЭЙ ДҮҮРЭГТ НЭР ДЭВШИГЧ Ц.БААТАРХҮҮ"
"1";"240";"1";"210175192404846_3018801221542215";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-09T08:57:27+0000";"video";"849";"1758";"781";"675";"52";"17";"0";"2";"35";"АН-ын дарга, УИХ-ын гишүүн С.Эрдэнэ: Нийт нэр дэвшигчдийн сурталчилгаа амжилттай явагдаж байна. АН-ын мөрийн хөтөлбөрт иргэд сайшаалтай хандаж дэмжиж байна.Ер нь бол салхи эргэсэн. АН-руу дайрсан хар мэдээ хэрээс хэтэрлээ. Үүнийгээ болиочээ гэж хэлмээр байна."
"1";"241";"1";"210175192404846_3018766641545673";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-09T08:38:08+0000";"photo";"865";"1281";"922";"485";"12";"0";"2";"421";"2";""
"1";"242";"1";"210175192404846_3018744754881195";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-09T08:25:51+0000";"video";"52";"107";"324";"308";"11";"1";"1";"0";"3";"""ӨСӨЛТИЙН ТУХАЙ ЯРЪЯ"" ПОДКАСТ: УИХ-ЫН СОНГУУЛИЙН 5 ДУГААР ТОЙРОГТ НЭР ДЭВШИГЧ Д.АЛТАНГЭРЭЛ"
