"level";"id";"parent_id";"object_id";"object_type";"query_status";"query_time";"query_type";"created_time";"type";"comments.summary.total_count";"shares.count";"reactions.summary.total_count";"like.summary.total_count";"love.summary.total_count";"haha.summary.total_count";"wow.summary.total_count";"sad.summary.total_count";"angry.summary.total_count";"message"
"1";"243";"1";"210175192404846_3018691611553176";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-09T07:49:59+0000";"photo";"49";"74";"413";"394";"13";"0";"0";"1";"5";"ӨСӨЛТИЙГ ДЭМЖСЭН ХӨГЖЛИЙН БАГ БАЯНГОЛ ДҮҮРГИЙН ИРГЭД, СОНГОГЧИДТОЙ УУЛЗАЖ БАЙНА. БАЯНГОЛ ДҮҮРГИЙН 3-Р ХОРООНЫ ИРГЭДТЭЙ УУЛЗЛАА.   ӨСӨЛТИЙГ_ӨРХ БҮРД_ХҮРГЭНЭ 🇲🇳🇲🇳🇲🇳"
"1";"244";"1";"210175192404846_537567370272313";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-09T07:12:22+0000";"video";"234";"355";"490";"451";"32";"1";"1";"0";"5";"АРДЧИЛСАН НАМЫН СОНГУУЛИЙН ТӨВ ШТАБААС БЭЛТГЭЖ БАЙГАА “ЭРХ ЧӨЛӨӨНИЙ МЭДЭЭ”  өдөр бүрийн 12:06 минут                            15:00 цаг                           19:00 цагаас сонгогч та хүлээн авч үзээрэй"
"1";"245";"1";"210175192404846_3018442064911464";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-09T05:33:39+0000";"video";"1649";"2759";"4283";"3161";"104";"874";"21";"34";"89";"Ипотекийн зээлийг сэргээнэ, хүүг нь бууруулна  #Монгол_өрх_хөгжлийн_бодлого_2020✅✅✅ #Өсөлтийг_өрх_бүрд ✅✅✅"
"1";"246";"1";"210175192404846_3018304148258589";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-09T04:07:41+0000";"link";"43";"105";"551";"542";"6";"1";"0";"1";"1";"ШУДАРГААР ӨРСӨЛДЬЕ 🇲🇳🇲🇳🇲🇳  http://demparty.mn/article/780"
"1";"247";"1";"210175192404846_2733674660197853";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-09T04:03:53+0000";"video";"827";"401";"651";"596";"37";"5";"1";"2";"10";"АРДЧИЛСАН НАМЫН СОНГУУЛИЙН ТӨВ ШТАБААС БЭЛТГЭЖ БАЙГАА “ЭРХ ЧӨЛӨӨНИЙ МЭДЭЭ”  өдөр бүрийн 12:06 минут                            15:00 цаг                           19:00 цагаас сонгогч та хүлээн авч үзээрэй"
"1";"248";"1";"210175192404846_3018243874931283";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-09T03:36:46+0000";"link";"26";"128";"325";"319";"2";"1";"0";"2";"1";"http://demparty.mn/article/777"
"1";"249";"1";"210175192404846_3018206161601721";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-09T03:19:18+0000";"photo";"595";"2164";"1771";"1673";"88";"5";"0";"2";"3";"АРДЧИЛСАН НАМЫН МӨРИЙН ХӨТӨЛБӨРТ ТУСГАСАН ОНЦЛОХ 10 АЖИЛ_ӨСӨЛТИЙГ ӨРХ БҮРД 🇲🇳🇲🇳🇲🇳"
"1";"250";"1";"210175192404846_3018192024936468";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-09T03:11:01+0000";"link";"75";"184";"934";"902";"21";"3";"1";"5";"2";"http://demparty.mn/article/776"
"1";"251";"1";"210175192404846_3018130728275931";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-09T02:38:40+0000";"photo";"1108";"990";"1084";"1012";"63";"5";"0";"1";"3";"ӨСӨЛТИЙГ_ӨРХ БҮРД ХҮРГЭНЭ 🇲🇳🇲🇳🇲🇳"
"1";"252";"1";"210175192404846_1126811521028611";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-09T02:32:24+0000";"video";"912";"2337";"940";"837";"83";"5";"7";"0";"8";"АН-ын ЕНБД Ц.Баатархүү цаг үеийн асуудлаар мэдээлэл хийж байна. АН СЕХ-нд шаардлага хүргүүлж байна"
"1";"253";"1";"210175192404846_3018068888282115";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-09T02:13:10+0000";"video";"1250";"2130";"3614";"2801";"164";"563";"10";"13";"63";"Барилга байгууламж,  нийтийн эзэмшлийн барилга талбай бүхэнд тусгай хэрэгцээт ""Хөгжлийн бэрхшээлтэй"" иргэдэд зориулсан зориулалтын зам, шат бүхий хэрэгсэл суурилуулна.   #Өсөлтийг_өрх_бүрд✅✅✅ #Ардчилсан_намын_мөрийн_хөтөлбөр✅✅✅"
"1";"254";"1";"210175192404846_3016741398414864";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-08T13:53:44+0000";"video";"632";"1356";"779";"725";"37";"2";"0";"4";"11";"С.Эрдэнэ: Ардчилсан нам олонхи болвол хамгийн түрүүнд Хамтын тэтгэврийн тухай хуулиа батлуулна ✅✅✅ #Өсөлтийг_өрх_бүрд🇲🇳"
"1";"255";"1";"210175192404846_3016564681765869";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-08T12:24:15+0000";"photo";"1267";"1441";"653";"617";"33";"1";"0";"0";"2";"ӨСӨЛТИЙГ ДЭМЖСЭН_ХӨГЖЛИЙН БАГ БАЯНГОЛ ДҮҮРГИЙН 15-Р ХОРООНЫ  ИРГЭД, СОНГОГЧИДТОЙ УУЛЗАЖ, МӨРИЙН ХӨТӨЛБӨРӨӨ ТАНИЛЦУУЛЛАА 🇲🇳🇲🇳🇲🇳"
"1";"256";"1";"210175192404846_3016551368433867";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-08T12:17:31+0000";"photo";"68";"169";"570";"548";"18";"0";"1";"0";"3";"УИХ-ын сонгуулийн 9-р тойрог  ЗАВХАН  аймагт Ардчилсан намаас нэр дэвшигчиддээ ялалт, амжилтыг хүсье 🇲🇳  ЭХЛҮҮЛСНЭЭ ҮРГЭЛЖЛҮҮЛЖ_НУТГАА ХӨГЖҮҮЛЬЕ 🇲🇳🇲🇳🇲🇳"
"1";"257";"1";"210175192404846_3016418791780458";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-08T11:04:22+0000";"video";"531";"1312";"708";"649";"48";"2";"8";"0";"1";"Ардчилсан нам Монголд анх удаа харааны бэрхшээлтэй иргэддээ зориулсан брайль үсгийн мөрийн хөтөлбөрийг гаргасан улс төрийн нам боллоо.  #иргэнээхүндэлдэг #иргэндээүйлчилдэг ✅ Хөгжлийн бэрхшээлтэй иргэдийн нийгмийн баталгааг нь эрс дээшлүүлнэ. ✅ Дохионы хэлний орчуулагч, тусгай сургуулийн багш, мэргэжилтнүүдийг бэлтгэнэ. ✅ Барилга байгууламж бүхэнд тусгай хэрэгцээт “хөгжлийн бэрхшээлтэй” иргэдэд зориулсан нийтийн эзэмшлийн зам, шат бүхий хэрэгсэл суурилуулна. Хүн бүрд ОРЛОГО Өрх бүрд ӨСӨЛТ"
"1";"258";"1";"210175192404846_294032248396002";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-08T10:59:13+0000";"video";"1084";"889";"581";"533";"46";"0";"0";"1";"1";"АРДЧИЛСАН НАМЫН СОНГУУЛИЙН ТӨВ ШТАБААС БЭЛТГЭЖ БАЙГАА “ЭРХ ЧӨЛӨӨНИЙ МЭДЭЭ”  өдөр бүрийн 12:06 минут                            15:00 цаг                           19:00 цагаас сонгогч та хүлээн авч үзээрэй"
"1";"259";"1";"210175192404846_3016242661798071";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-08T09:13:19+0000";"link";"70";"178";"677";"639";"21";"10";"1";"0";"6";"http://demparty.mn/article/773"
"1";"260";"1";"210175192404846_3016195965136074";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-08T08:41:27+0000";"photo";"1009";"1701";"998";"941";"37";"3";"2";"2";"13";"Өсөлтийг дэмжсэн_Хөгжлийн баг_Баянгол дүүргийн хэмжээнд 2007  оноос хойш 10 гаруй томоохон хэмжээний төсөл; хөтөлбөрийг амжилттай хэрэгжүүлсэн...Дүүргийнхээ хэмжээнд эрүүл мэндийн тусламж; үйлчилгээ; хүртээмжийн асуудлыг бүрэн шийдвэрлэсэн. Хэдхэн жилийн өмнө хүүхдээ өвдөхөөр өөр дүүрэг рүү эмнэлэг хайж гүйдэг байсан бол өнөөдөр Баянгол дүүрэг хүүхдийн 1, 2 дугаар эмнэлэгтэй болсон. Том, жижиг нийлсэн 14 эмнэлэг барьж, байгуулсан. Цаашид Баянгол дүүргийн хэмжээнд байгаа 8 гэр хорооллыг амины орон сууцны хороолол болгох том төслийг хэрэгжүүлнэ. Өрх толгойлсон эцэг, эх, ахмад настан, хөгжлийн бэрхшээлтэй иргэд, залуу гэр бүл зэрэг зорилтот бүлэг рүү чиглэсэн ""Түрээсийн орон сууц"" хөтөлбөрийг хэрэгжүүлнэ. Хөгжлийн төлөөх цогц шийдэл_Өсөлтийг өрх бүрд хүргэнэ 🇲🇳🇲🇳🇲🇳"
"1";"261";"1";"210175192404846_3016060131816324";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-08T07:26:38+0000";"photo";"35";"170";"403";"386";"17";"0";"0";"0";"0";"УИХ-ын сонгуулийн 25-р тойрог  ЧИНГЭЛТЭЙ  дүүрэгт Ардчилсан намаас нэр дэвшигчиддээ ялалт, амжилтыг хүсье 🇲🇳   Бодит байдлыг шударгаар илэрхийлж, хөгжлийн бодлогын төлөөх зөв гарц, гаргалгааг  дэвшүүлнэ_ӨӨРЧИЛНӨ_ӨСГӨНӨ 👏👏👏"
"1";"262";"1";"210175192404846_576100923287077";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-08T06:56:15+0000";"video";"709";"1151";"584";"520";"58";"0";"2";"0";"4";"АРДЧИЛСАН НАМЫН СОНГУУЛИЙН ТӨВ ШТАБААС БЭЛТГЭЖ БАЙГАА “ЭРХ ЧӨЛӨӨНИЙ МЭДЭЭ”  өдөр бүрийн 12:06 минут                            15:00 цаг                           19:00 цагаас сонгогч та хүлээн авч үзээрэй"
"1";"263";"1";"210175192404846_3015769658512038";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-08T04:21:10+0000";"video";"1234";"1358";"364";"334";"26";"1";"1";"0";"2";"""ӨСӨЛТИЙН ТУХАЙ ЯРЪЯ"" ПОДКАСТ: УИХ-ЫН 14-Р ТОЙРОГТ НЭР ДЭВШИГЧ Д.ЭРДЭНЭСУВД"
"1";"264";"1";"210175192404846_338772410446103";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-08T03:57:24+0000";"video";"300";"1788";"710";"641";"62";"2";"0";"0";"5";"АРДЧИЛСАН НАМЫН СОНГУУЛИЙН ТӨВ ШТАБААС БЭЛТГЭЖ БАЙГАА “ЭРХ ЧӨЛӨӨНИЙ МЭДЭЭ”  өдөр бүрийн 12:06 минут                            15:00 цаг                           19:00 цагаас сонгогч та хүлээн авч үзээрэй"
"1";"265";"1";"210175192404846_3015625835193087";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-08T03:01:42+0000";"link";"69";"205";"841";"789";"29";"15";"1";"2";"5";"http://demparty.mn/article/772"
"1";"266";"1";"210175192404846_3015484688540535";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-08T01:56:22+0000";"video";"1206";"2144";"1990";"1881";"74";"13";"1";"3";"18";"Монгол хүний бодит орлогыг дунд орлоготой улс орнуудын жишигт нийцүүлж, нийт эдийн засгийг 40 тэрбум ам.долларт хүргэх буюу гурав дахин томруулах замаар хүчирхэг эдийн засаг бүхий Эзэн Монгол улсыг цогцлооно. Улс орны язгуур эрх ашгийг эн тэргүүнд эрэмбэлж, Үндсэн хууль, ардчилал, хүний эрх хуулийн засаглалыг хамгаална🇲🇳🇲🇳🇲🇳  #Хувь_хүний_эрх_чөлөө ✅✅✅ #Өсөлтийг_өрх_бүрд✅✅✅ #Ардчилсан_нам✅✅✅"
"1";"267";"1";"210175192404846_3015477651874572";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-08T01:52:26+0000";"video";"1830";"3561";"1589";"1464";"90";"8";"3";"1";"23";"ЭРХ ЧӨЛӨӨ_ТУСГААР ТОГТНОЛ...ХҮНЛЭГ_ЭНЭРЭНГҮЙ НИЙГМИЙГ ЦОГЦЛООСОН ХОСГҮЙ ЯЛАЛТ_ТӨР УЛСАА ЦЭГЦЭЛЖ БОСГОХ ТӨГС ЯЛАЛТЫН ТӨЛӨӨ_АРДЧИЛСАН МОНГОЛ УЛС"
"1";"268";"1";"210175192404846_3015317131890624";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-08T00:21:38+0000";"video";"740";"1291";"487";"467";"14";"4";"0";"1";"1";"""ӨСӨЛТИЙН ТУХАЙ ЯРЪЯ"" ПОДКАСТ: УИХ-ЫН СОНГУУЛИЙН 21-Р ТОЙРОГТ НЭР ДЭВШИГЧ М.ЭНХ-АМАР"
"1";"269";"1";"210175192404846_3014337918655212";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-07T15:47:41+0000";"photo";"32";"51";"366";"350";"13";"2";"1";"0";"0";"УИХ-ын сонгуулийн 28-р  тойрог  СОНГИНОХАЙРХАН  дүүрэгт Ардчилсан намаас нэр дэвшигчиддээ ялалт, амжилтыг хүсье 🇲🇳 ӨСӨЛТИЙГ_ӨРХ_БҮРД_ХҮРГЭХ_ЗӨВ БАГ_ЗӨВ СОНГОЛТ👏👏👏"
"1";"270";"1";"210175192404846_3013929178696086";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-07T12:29:58+0000";"video";"982";"1226";"671";"631";"28";"3";"3";"1";"5";"АРДЧИЛСАН НАМЫН СОНГУУЛИЙН ТӨВ ШТАБААС БЭЛТГЭЖ БАЙГАА “ЭРХ ЧӨЛӨӨНИЙ МЭДЭЭ”  өдөр бүрийн 12:06 минут                            15:00 цаг                           19:00 цагаас сонгогч та хүлээн авч үзээрэй"
"1";"271";"1";"210175192404846_3013894152032922";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-07T12:08:36+0000";"photo";"1425";"1219";"1176";"1108";"53";"7";"1";"3";"4";"УИХ-ын сонгуулийн 26-р тойрог  БАЯНГОЛ дүүрэгт Ардчилсан намаас нэр дэвшигчид иргэд, сонгогчидтой хийх уулзалтаа эхлүүллээ....Өнөөдөр Баянгол дүүргийн  7, 11, 16 дугаар хорооны иргэдтэй уулзаж, мөрийн хөтөлбөрөө танилцуулахын зэрэгцээ, санал бодлыг нь сонсч, ярилцсан юм....ӨРХИЙГ ДЭМЖИХ_ХӨГЖЛИЙН БАГ 👏👏👏"
"1";"272";"1";"210175192404846_3013886698700334";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-07T12:06:05+0000";"video";"1367";"1216";"593";"558";"23";"7";"0";"2";"3";"ХУУЛЬТАЙ МОНГОЛ 🇲🇳🇲🇳🇲🇳"
"1";"273";"1";"210175192404846_3013839222038415";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-07T11:38:47+0000";"photo";"1724";"1391";"859";"810";"31";"12";"0";"2";"4";"УИХ-ын сонгуулийн 26-р тойрог  БАЯНГОЛ дүүрэгт Ардчилсан намаас нэр дэвшигчиддээ ялалт, амжилтыг хүсье 🇲🇳 ӨРХИЙГ ДЭМЖИХ_ХӨГЖЛИЙН БАГ 👏👏👏"
"1";"274";"1";"210175192404846_3013653992056938";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-07T09:51:53+0000";"link";"6";"32";"201";"190";"3";"7";"0";"1";"0";"ЖДҮ, бизнес, аж үйлдвэрлэлийн бодлого хэрэгжүүлж, иргэн бүр орлоготой, өрх бүр өсөлттэй амьдрах боломжийг хэрэгжүүлэх улс төрийн хүчнийг ОРХОНЧУУД БАГААР НЬ ДЭМЖИНЭ 👏👏👏  http://demparty.mn/article/770"
"1";"275";"1";"210175192404846_3013653502056987";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-07T09:51:38+0000";"link";"10";"36";"247";"238";"2";"5";"0";"1";"1";"http://demparty.mn/article/771"
"1";"276";"1";"210175192404846_3013611405394530";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-07T09:26:47+0000";"video";"1552";"2509";"1341";"1262";"35";"2";"5";"4";"33";"АЮУЛГҮЙ АМГАЛАН МОНГОЛ 🇲🇳"
"1";"277";"1";"210175192404846_3013536718735332";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-07T08:37:48+0000";"video";"1456";"1463";"404";"366";"25";"1";"0";"1";"11";"""ӨСӨЛТИЙН ТУХАЙ ЯРЪЯ"" ПОДКАСТ: УИХ-ЫН СОНГУУЛИЙН 14-Р ТОЙРОГТ  НЭР ДЭВШИГЧ Х.ТЭМҮҮЖИН"
"1";"278";"1";"210175192404846_3013499722072365";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-07T08:12:09+0000";"photo";"26";"49";"365";"338";"16";"3";"0";"1";"7";"УИХ-ын сонгуулийн 18-р  тойрог ХЭНТИЙ  аймагт Ардчилсан намаас нэр дэвшигчиддээ ялалт, амжилтыг хүсье 🇲🇳  Хямралыг олуулаа үүрдэг хэрнээ өсөлтийг цөөхүүлээ хүртэх учиргүй. Эдийн  засаг өсөхөөр цөөхөн хүн баяждаг. Эдийн засаг хямрахаар өрх бүр  хямардаг тогтолцоо байж таарахгүй. Тиймээс эдийн засгийн өсөлтийг нэмэгдүүлье   гэвэл өрхийн орлогоо дэмжье.   Хүн бүрийг ажилтай орлоготой болгоё. Үүний тулд хүн бүрд тэгш боломж олгоё. Хүү багатай, хөнгөлөлттэй  зээлээ дээгүүрээ хуваах биш хүртэх ёстой эздэд нь хүргэе. Нэг ч гэсэн ажлын байр бий  болгохын төлөө зүтгэж байгаа иргэнээ алга ташин дэмжье. Хөдөө орон  нутгийн бизнес эрхлэгчдэд төр барьцааны баталгаа гаргая. Зээлийн батлан  даалтын үйлчилгээг хөдөөд хүргэе 👏👏👏  #Хүн_бүрийн_орлого #Хөгжлийн_үндэс"
"1";"279";"1";"210175192404846_292117658485030";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-07T06:54:03+0000";"video";"1163";"1372";"643";"590";"36";"3";"2";"2";"10";"АРДЧИЛСАН НАМЫН СОНГУУЛИЙН ТӨВ ШТАБААС БЭЛТГЭЖ БАЙГАА “ЭРХ ЧӨЛӨӨНИЙ МЭДЭЭ”  өдөр бүрийн 12:06 минут                            15:00 цаг                           19:00 цагаас сонгогч та хүлээн авч үзээрэй"
"1";"280";"1";"210175192404846_3013262335429437";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-07T06:00:57+0000";"video";"1827";"1649";"489";"463";"15";"1";"3";"1";"6";"""ӨСӨЛТИЙН ТУХАЙ ЯРЪЯ"" ПОДКАСТ: УИХ-ЫН СОНГУУЛИЙН 17 ДУГААР ТОЙРОГТ НЭР ДЭВШИГЧ Б.БАЯРМАА"
"1";"281";"1";"210175192404846_746004929559190";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-07T04:02:10+0000";"video";"850";"1805";"673";"612";"53";"2";"0";"0";"6";"АРДЧИЛСАН НАМЫН СОНГУУЛИЙН ТӨВ ШТАБААС БЭЛТГЭЖ БАЙГАА “ЭРХ ЧӨЛӨӨНИЙ МЭДЭЭ”  өдөр бүрийн 12:06 минут                            15:00 цаг                           19:00 цагаас сонгогч та хүлээн авч үзээрэй"
"1";"282";"1";"210175192404846_3012766645479006";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-07T01:21:02+0000";"photo";"32";"138";"440";"427";"7";"2";"0";"0";"4";"УИХ-ын сонгуулийн 12-р тойрог Сүхбаатар аймагт Ардчилсан намаас нэр дэвшигчдэдээ  ялалт, амжилтыг хүсье 🇲🇳  Ардчилсан Намын мөрийн хөтөлбөрт тусгагдсан ""Шинэ хөдөө"", ""Чинээлэг малчин"" хөтөлбөр, иргэдийн оролцоотой ""Шинэ сум"" төслийн хэрэгжилтийг ханган хөдөө, орон нутгийн хөгжлийг шинэ шатанд хүргэхийн төлөө хичээн ажиллах болно.  #ХамтынЗүтгэл #ХөгжлийнГарц"
"1";"283";"1";"210175192404846_3011320445623626";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-06T12:53:04+0000";"video";"1974";"1930";"1010";"956";"37";"2";"2";"0";"13";"ЭЗЭН МОНГОЛ 🇲🇳  Монгол хүн уудам дэлгэр газар нутгийнхаа хаана ч эзэн нь байж, сайхан амьдрах ёстой.   #Ардчилсан_нам #Орон_нутгийн_хөгжил #Өсөлтийг_өрх_бүрд ✅✅✅"
"1";"284";"1";"210175192404846_3011220112300326";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-06T11:57:31+0000";"video";"53";"144";"679";"643";"14";"1";"0";"2";"19";"Баянзүрх дүүргийн 22-р тойрогт Ардчилсан намаас нэр дэвшигч З.Энхболд, Т.Батцогт нар шийдэл танилцуулж байна✅✅✅"
"1";"285";"1";"210175192404846_1095427090833878";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-06T10:58:30+0000";"video";"1871";"1646";"770";"712";"45";"3";"0";"1";"9";"АРДЧИЛСАН НАМЫН СОНГУУЛИЙН ТӨВ ШТАБААС БЭЛТГЭЖ БАЙГАА “ЭРХ ЧӨЛӨӨНИЙ МЭДЭЭ”  өдөр бүрийн 12:06 минут                            15:00 цаг                           19:00 цагаас сонгогч та хүлээн авч үзээрэй"
"1";"286";"1";"210175192404846_3010994138989590";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-06T09:52:17+0000";"video";"124";"497";"334";"314";"9";"1";"0";"1";"9";"УИХ-ын сонгуулийн 29-р тойрог Хан-Уул дүүрэгт Ардчилсан намаас нэр дэвшигч:   Ч.Өнөрбаяр ✅ Б.Түвшин ✅ Т.Энхсайхан ✅  #Өсөлтийг_өрх_бүрд ✅✅✅"
"1";"287";"1";"210175192404846_3010972402325097";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-06T09:37:38+0000";"photo";"2450";"3515";"1877";"1738";"126";"4";"2";"1";"6";"Нэг ч иргэн ажлаасаа халагдахгүй, цалин нь багасахгүй, орон байрнаасаа гарахгүй байх, нэг ч компани дампуурахгүй, орлого нь буурахгүй, дарамтад орохгүй байх хямралын эсрэг цогц бодлого баримтална.   #Ардчилсан_нам✅✅✅ #Өсөлтийг_өрх_бүрд ✅✅✅"
"1";"288";"1";"210175192404846_3010821245673546";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-06T08:14:14+0000";"photo";"2722";"2034";"958";"900";"44";"3";"1";"2";"8";"УИХ-ЫН 26 ДУГААР ТОЙРОГТ НЭР ДЭВШИГЧ С.ЭРДЭНЭ, С.ОДОНТУЯА, Д.БАТЦОГТ НАРЫН  СОНГУУЛИЙН СУРТАЛЧИЛГААНЫ НЭЭЛТ БОЛЛОО_ӨСӨЛТИЙГ ДЭМЖСЭН ХӨГЖЛИЙН БАГ_МОНГОЛ ӨРХ_ӨСӨЛТИЙГ ӨРХ БҮРД  /2020.06.06/"
"1";"289";"1";"210175192404846_3010659412356396";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-06T06:36:25+0000";"link";"31";"160";"658";"629";"18";"4";"0";"3";"4";"http://demparty.mn/article/767"
"1";"290";"1";"210175192404846_3010632715692399";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-06T06:19:38+0000";"video";"860";"1702";"533";"490";"36";"1";"2";"1";"3";"""ӨСӨЛТИЙН ТУХАЙ ЯРЪЯ"" ПОДКАСТ: УИХ-ЫН СОНГУУЛИЙН 23-Р ТОЙРОГТ НЭР ДЭВШИГЧ Д.ПҮРЭВДАВАА"
"1";"291";"1";"210175192404846_3010597035695967";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-06T05:54:27+0000";"video";"1100";"1495";"495";"463";"27";"0";"1";"1";"3";"""ӨСӨЛТИЙН ТУХАЙ ЯРЪЯ"" ПОДКАСТ: УИХ-ЫН СОНГУУЛИЙН 3-Р ТОЙРОГТ НЭР ДЭВШИГЧ П.НҮРЗЭД"
"1";"292";"1";"210175192404846_357810251861285";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-06T04:36:30+0000";"video";"918";"2987";"824";"650";"122";"12";"3";"2";"35";""
"1";"293";"1";"210175192404846_3029929247075406";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-06T03:56:09+0000";"video";"299";"2052";"926";"839";"69";"7";"1";"1";"9";"АРДЧИЛСАН НАМЫН СОНГУУЛИЙН ТӨВ ШТАБААС БЭЛТГЭЖ БАЙГАА “ЭРХ ЧӨЛӨӨНИЙ МЭДЭЭ”  өдөр бүрийн 12:06 минут                            15:00 цаг                           19:00 цагаас сонгогч та хүлээн авч үзээрэй"
"1";"294";"1";"210175192404846_3010142835741387";"data";"fetched (200)";"2020-07-23 18:36:11.336303";"Facebook:/<page-id>/posts";"2020-06-06T01:22:24+0000";"photo";"1126";"3581";"2135";"1904";"179";"6";"41";"1";"4";"Ардчилсан нам Монголд анх удаа харааны бэрхшээлтэй иргэддээ зориулсан брайль үсгийн мөрийн хөтөлбөрийг гаргасан улс төрийн нам боллоо.  #иргэнээхүндэлдэг #иргэндээүйлчилдэг  ✅ Хөгжлийн бэрхшээлтэй иргэдийн нийгмийн баталгааг нь эрс дээшлүүлнэ. ✅ Дохионы хэлний орчуулагч, тусгай сургуулийн багш, мэргэжилтнүүдийг бэлтгэнэ. ✅ Барилга байгууламж бүхэнд тусгай хэрэгцээт “хөгжлийн бэрхшээлтэй” иргэдэд зориулсан нийтийн эзэмшлийн зам, шат бүхий хэрэгсэл суурилуулна.  Хүн бүрд ОРЛОГО Өрх бүрд ӨСӨЛТ"
