"path";"id";"parent_id";"level";"object_id";"object_type";"query_status";"query_time";"query_type";"name";"message"
"229761661289218_577762583155789/577762583155789_577788293153218/577762583155789_577787719819942";"175";"2";"2";"577762583155789_577787719819942";"data";"fetched (200)";"2020-06-17 23:18:23.601060";"Facebook:/<post-id>/comments";"";"Боловсролтой хүн ажилтай Ажилтай хүн орологотой"
"229761661289218_577762583155789/577762583155789_577788293153218/577762583155789_577787049820009";"176";"2";"2";"577762583155789_577787049820009";"data";"fetched (200)";"2020-06-17 23:18:23.601060";"Facebook:/<post-id>/comments";"";"24r toirgoos ner devshigchdee demjnee"
"229761661289218_577762583155789/577762583155789_577788293153218/577762583155789_577786249820089";"177";"2";"2";"577762583155789_577786249820089";"data";"fetched (200)";"2020-06-17 23:18:23.601060";"Facebook:/<post-id>/comments";"";""
"229761661289218_577762583155789/577762583155789_577788293153218/577762583155789_577785126486868";"178";"2";"2";"577762583155789_577785126486868";"data";"fetched (200)";"2020-06-17 23:18:23.601060";"Facebook:/<post-id>/comments";"";""
"229761661289218_577762583155789/577762583155789_577788293153218/577762583155789_577784279820286";"179";"2";"2";"577762583155789_577784279820286";"data";"fetched (200)";"2020-06-17 23:18:23.601060";"Facebook:/<post-id>/comments";"";"ardchilal ylna gdgt itgej bn 👏👏👏👏👏👏👏"
"229761661289218_577762583155789/577762583155789_577788293153218/577762583155789_577784073153640";"180";"2";"2";"577762583155789_577784073153640";"data";"fetched (200)";"2020-06-17 23:18:23.601060";"Facebook:/<post-id>/comments";"";""
"229761661289218_577762583155789/577762583155789_577788293153218/577762583155789_577784026486978";"181";"2";"2";"577762583155789_577784026486978";"data";"fetched (200)";"2020-06-17 23:18:23.601060";"Facebook:/<post-id>/comments";"";""
"229761661289218_577762583155789/577762583155789_577788293153218/577762583155789_577779136487467";"182";"2";"2";"577762583155789_577779136487467";"data";"fetched (200)";"2020-06-17 23:18:23.601060";"Facebook:/<post-id>/comments";"";"Wow wow l daa."
"229761661289218_577762583155789/577762583155789_577788293153218/229761661289218_577762583155789";"183";"2";"2";"229761661289218_577762583155789";"offcut";"fetched (200)";"2020-06-17 23:18:23.601060";"Facebook:/<post-id>/comments";"";""
"229761661289218_577762583155789/577762583155789_577788293153218/229761661289218_577762583155789";"184";"2";"2";"229761661289218_577762583155789";"headers";"fetched (200)";"2020-06-17 23:18:23.601060";"Facebook:/<post-id>/comments";"";""
"229761661289218_577762583155789/577762583155789_577788293153218/577762583155789_577778586487522";"185";"2";"2";"577762583155789_577778586487522";"data";"fetched (200)";"2020-06-17 23:18:23.601060";"Facebook:/<post-id>/comments";"";""
"229761661289218_577762583155789/577762583155789_577788293153218/577762583155789_577773863154661";"186";"2";"2";"577762583155789_577773863154661";"data";"fetched (200)";"2020-06-17 23:18:23.601060";"Facebook:/<post-id>/comments";"";"Bolovstoltoi hun ajiltai  AJILTAI HUN ORLOGOTOI. 👍👍👍👍"
"229761661289218_577762583155789/577762583155789_577788293153218/577762583155789_577773529821361";"187";"2";"2";"577762583155789_577773529821361";"data";"fetched (200)";"2020-06-17 23:18:23.601060";"Facebook:/<post-id>/comments";"";""
"229761661289218_577762583155789/577762583155789_577788293153218/577762583155789_577773249821389";"188";"2";"2";"577762583155789_577773249821389";"data";"fetched (200)";"2020-06-17 23:18:23.601060";"Facebook:/<post-id>/comments";"";""
"229761661289218_577762583155789/577762583155789_577788293153218/577762583155789_577773119821402";"189";"2";"2";"577762583155789_577773119821402";"data";"fetched (200)";"2020-06-17 23:18:23.601060";"Facebook:/<post-id>/comments";"";"2020 Ардчилал ялах болно. 💪💪"
"229761661289218_577762583155789/577762583155789_577788293153218/577762583155789_577772029821511";"190";"2";"2";"577762583155789_577772029821511";"data";"fetched (200)";"2020-06-17 23:18:23.601060";"Facebook:/<post-id>/comments";"";"Songoltoo zuw hiiwel bidniig gereltei gegeetei ireedvi hvleej baina. Tiimees zaluusaa songuulidaa idewhtei oroltsoj sanalaa zuw hvndee uguurei✅✅✅"
"229761661289218_577762583155789/577762583155789_577788293153218/577762583155789_577771039821610";"191";"2";"2";"577762583155789_577771039821610";"data";"fetched (200)";"2020-06-17 23:18:23.601060";"Facebook:/<post-id>/comments";"";"Амжилт!"
"229761661289218_577762583155789/577762583155789_577788293153218/577762583155789_577770943154953";"192";"2";"2";"577762583155789_577770943154953";"data";"fetched (200)";"2020-06-17 23:18:23.601060";"Facebook:/<post-id>/comments";"";""
"229761661289218_577762583155789/577762583155789_577788293153218/577762583155789_577770849821629";"193";"2";"2";"577762583155789_577770849821629";"data";"fetched (200)";"2020-06-17 23:18:23.601060";"Facebook:/<post-id>/comments";"";""
"229761661289218_577762583155789/577762583155789_577788293153218/577762583155789_577770016488379";"194";"2";"2";"577762583155789_577770016488379";"data";"fetched (200)";"2020-06-17 23:18:23.601060";"Facebook:/<post-id>/comments";"";"Amjilt"
"229761661289218_577762583155789/577762583155789_577788293153218/577762583155789_577769496488431";"195";"2";"2";"577762583155789_577769496488431";"data";"fetched (200)";"2020-06-17 23:18:23.601060";"Facebook:/<post-id>/comments";"";"Боловсролтой хүн ажилтай  Ажилтай хүн орлоготой..👍🏻👍🏻👍🏻👍🏻"
"229761661289218_577762583155789/577762583155789_577788293153218/577762583155789_577769246488456";"196";"2";"2";"577762583155789_577769246488456";"data";"fetched (200)";"2020-06-17 23:18:23.601060";"Facebook:/<post-id>/comments";"";""
"229761661289218_577762583155789/577762583155789_577788293153218/577762583155789_577768953155152";"197";"2";"2";"577762583155789_577768953155152";"data";"fetched (200)";"2020-06-17 23:18:23.601060";"Facebook:/<post-id>/comments";"";""
"229761661289218_577762583155789/577762583155789_577788293153218/577762583155789_577768196488561";"198";"2";"2";"577762583155789_577768196488561";"data";"fetched (200)";"2020-06-17 23:18:23.601060";"Facebook:/<post-id>/comments";"";"Mundag zaluu bagaar ni demjinee amjilt ylalt"
"229761661289218_577762583155789/577762583155789_577788293153218/577762583155789_577767709821943";"199";"2";"2";"577762583155789_577767709821943";"data";"fetched (200)";"2020-06-17 23:18:23.601060";"Facebook:/<post-id>/comments";"";""
"229761661289218_577762583155789/577762583155789_577788293153218/577762583155789_577767659821948";"200";"2";"2";"577762583155789_577767659821948";"data";"fetched (200)";"2020-06-17 23:18:23.601060";"Facebook:/<post-id>/comments";"";""
"229761661289218_577762583155789/577762583155789_577788293153218/577762583155789_577767633155284";"201";"2";"2";"577762583155789_577767633155284";"data";"fetched (200)";"2020-06-17 23:18:23.601060";"Facebook:/<post-id>/comments";"";""
"229761661289218_577762583155789/577762583155789_577788293153218/577762583155789_577767156488665";"202";"2";"2";"577762583155789_577767156488665";"data";"fetched (200)";"2020-06-17 23:18:23.601060";"Facebook:/<post-id>/comments";"";"Сайхан мэдээ  👌👌👌 👍👍👍 💪💪💪"
"229761661289218_577762583155789/577762583155789_577788293153218/229761661289218_577762583155789";"203";"2";"2";"229761661289218_577762583155789";"offcut";"fetched (200)";"2020-06-17 23:18:23.601060";"Facebook:/<post-id>/comments";"";""
"229761661289218_577762583155789/577762583155789_577788293153218/229761661289218_577762583155789";"204";"2";"2";"229761661289218_577762583155789";"headers";"fetched (200)";"2020-06-17 23:18:23.601060";"Facebook:/<post-id>/comments";"";""
