"level";"id";"parent_id";"object_id";"object_type";"query_status";"query_time";"query_type";"";"from.name";"type";"created_time";"message";"shares.count";"comments.summary.total_count";"reactions.summary.total_count";"like.summary.total_count";"love.summary.total_count";"haha.summary.total_count";"wow.summary.total_count";"sad.summary.total_count";"angry.summary.total_count"
"1";"109";"1";"120920014698353_1751245181665820";"data";"fetched (200)";"2020-07-14 13:46:16.540913";"Facebook:/<page-id>/posts";"{""message"": ""\u0425\u04e8\u0413\u0416\u041b\u0418\u0419\u041d \u041c\u042d\u0414\u042d\u042d \ud83c\uddf2\ud83c\uddf3\ud83c\uddf2\ud83c\uddf3\ud83c\uddf2\ud83c\uddf3\n\u0411\u0438\u0435\u043b\u044d\u043b\u0442 2016-2020\n\u2705\u0427\u0438\u043d\u0433\u0438\u0441 \u0445\u0430\u0430\u043d \u043c\u0443\u0437\u0435\u0439\u0433 \u0438\u0440\u044d\u0445 \u043e\u043d\u0434 \u0430\u0448\u0438\u0433\u043b\u0430\u043b\u0442\u0430\u0434 \u043e\u0440\u0443\u0443\u043b\u043d\u0430\n\u2705\u041c\u043e\u043d\u0433\u043e\u043b\u044b\u043d \u0431\u0430\u0439\u0433\u0430\u043b\u0438\u0439\u043d \u0442\u04af\u04af\u0445\u0438\u0439\u043d \u043c\u0443\u0437\u0435\u0439\u043d  \u0446\u043e\u0433\u0446\u043e\u043b\u0431\u043e\u0440\u044b\u0433 \n       \u0430\u0448\u0438\u0433\u043b\u0430\u043b\u0442\u0430\u0434 \u043e\u0440\u0443\u0443\u043b\u043d\u0430\n\u2705 \u04ae\u043d\u0434\u044d\u0441\u043d\u0438\u0439 \u0442\u04e9\u0432 \u043d\u043e\u043c\u044b\u043d \u0441\u0430\u043d \u044d\u043d\u044d \u043e\u043d\u0434 \u0430\u0448\u0438\u0433\u043b\u0430\u043b\u0442\u0430\u0434 \u043e\u0440\u0443\u0443\u043b\u043d\u0430"", ""from"": {""name"": ""\u041c\u043e\u043d\u0433\u043e\u043b \u0430\u0440\u0434\u044b\u043d \u043d\u0430\u043c"", ""id"": ""120920014698353""}, ""created_time"": ""2020-06-16T13:04:49+0000"", ""updated_time"": ""2020-06-19T01:52:36+0000"", ""id"": ""120920014698353_1751245181665820""}";"Монгол ардын нам";"";"2020-06-16T13:04:49+0000";"ХӨГЖЛИЙН МЭДЭЭ 🇲🇳🇲🇳🇲🇳 Биелэлт 2016-2020 ✅Чингис хаан музейг ирэх онд ашиглалтад оруулна ✅Монголын байгалийн түүхийн музейн  цогцолборыг         ашиглалтад оруулна ✅ Үндэсний төв номын сан энэ онд ашиглалтад оруулна";"";"";"";"";"";"";"";"";""
"1";"110";"1";"120920014698353_1751138768343128";"data";"fetched (200)";"2020-07-14 13:46:16.540913";"Facebook:/<page-id>/posts";"{""message"": ""\u0425\u04ae\u0427\u042d\u042d \u041d\u042d\u0413\u0422\u0413\u042d\u0425 \u041c\u042d\u0414\u042d\u042d  \ud83c\uddf2\ud83c\uddf3\ud83c\uddf2\ud83c\uddf3\ud83c\uddf2\ud83c\uddf3\n\u2705\u041c\u0410\u041d-\u044b\u043d \u0448\u0438\u043d\u044d \u0433\u0438\u0448\u04af\u04af\u0434 \u043d\u0430\u043c\u044b\u043d \u0431\u0430\u0442\u043b\u0430\u0445\u0430\u0430 \u0433\u0430\u0440\u0434\u0430\u043d \u0430\u0432\u043b\u0430\u0430\n\u2705\u042f\u043f\u043e\u043d \u041c\u043e\u043d\u0433\u043e\u043b\u044b\u043d \u0445\u0430\u043c\u0442\u0430\u0440\u0441\u0430\u043d \u044d\u043c\u043d\u044d\u043b\u044d\u0433 \u0436\u0438\u043b\u0434 105,000 \u0445\u04af\u043d\u0434 \u044d\u0440\u04af\u04af\u043b \u043c\u044d\u043d\u0434\u0438\u0439\u043d \u0442\u0443\u0441\u043b\u0430\u043c\u0436 \u04af\u0439\u043b\u0447\u0438\u043b\u0433\u044d\u044d \u04af\u0437\u04af\u04af\u043b\u044d\u0445 \u0445\u04af\u0447\u0438\u043d \u0447\u0430\u0434\u0430\u043b\u0442\u0430\u0439"", ""from"": {""name"": ""\u041c\u043e\u043d\u0433\u043e\u043b \u0430\u0440\u0434\u044b\u043d \u043d\u0430\u043c"", ""id"": ""120920014698353""}, ""created_time"": ""2020-06-16T11:58:29+0000"", ""updated_time"": ""2020-06-19T02:11:56+0000"", ""id"": ""120920014698353_1751138768343128""}";"Монгол ардын нам";"";"2020-06-16T11:58:29+0000";"ХҮЧЭЭ НЭГТГЭХ МЭДЭЭ  🇲🇳🇲🇳🇲🇳 ✅МАН-ын шинэ гишүүд намын батлахаа гардан авлаа ✅Япон Монголын хамтарсан эмнэлэг жилд 105,000 хүнд эрүүл мэндийн тусламж үйлчилгээ үзүүлэх хүчин чадалтай";"";"";"";"";"";"";"";"";""
"1";"111";"1";"120920014698353_1750388945084777";"data";"fetched (200)";"2020-07-14 13:46:16.540913";"Facebook:/<page-id>/posts";"{""message"": ""\u0425\u04af\u0441\u0432\u044d\u043b \u0445\u04af\u04af\u0445\u0434\u044d\u044d \u044f\u0441\u043b\u0438\u0434 \u04e9\u0433\u0434\u04e9\u0433 \u0431\u043e\u043b\u043d\u043e"", ""from"": {""name"": ""\u041c\u043e\u043d\u0433\u043e\u043b \u0430\u0440\u0434\u044b\u043d \u043d\u0430\u043c"", ""id"": ""120920014698353""}, ""created_time"": ""2020-06-16T02:54:25+0000"", ""updated_time"": ""2020-06-19T07:39:32+0000"", ""id"": ""120920014698353_1750388945084777""}";"Монгол ардын нам";"";"2020-06-16T02:54:25+0000";"Хүсвэл хүүхдээ яслид өгдөг болно";"";"";"";"";"";"";"";"";""
"1";"112";"1";"120920014698353_1750382695085402";"data";"fetched (200)";"2020-07-14 13:46:16.540913";"Facebook:/<page-id>/posts";"{""message"": ""\u0425\u04ae\u041d \u0411\u04ae\u0425\u042d\u041d \u0418\u041d\u042d\u042d\u041c\u0421\u042d\u0413\u041b\u042d\u0416, \u042d\u0420\u04ae\u04ae\u041b, \u0427\u0418\u041d\u042d\u042d\u041b\u042d\u0413, \u04e8\u04e8\u0414\u041b\u04e8\u041d \u0414\u042d\u0412\u0416\u0418\u0416,  \u0425\u04ae\u0421\u042d\u041b \u0422\u042d\u041c\u04ae\u04ae\u041b\u042d\u041b\u0422\u042d\u0419 \u0411\u0410\u0419\u0416, \u042d\u0425 \u041e\u0420\u041d\u042b\u0425\u041e\u041e \u0422\u04e8\u041b\u04e8\u04e8 \u0425\u04ae\u0427\u042d\u042d \u041d\u042d\u0413\u0422\u0413\u042d\u0415! \ud83c\uddf2\ud83c\uddf3\ud83c\uddf2\ud83c\uddf3\ud83c\uddf2\ud83c\uddf3"", ""from"": {""name"": ""\u041c\u043e\u043d\u0433\u043e\u043b \u0430\u0440\u0434\u044b\u043d \u043d\u0430\u043c"", ""id"": ""120920014698353""}, ""created_time"": ""2020-06-16T02:50:20+0000"", ""updated_time"": ""2020-06-19T10:32:01+0000"", ""id"": ""120920014698353_1750382695085402""}";"Монгол ардын нам";"";"2020-06-16T02:50:20+0000";"ХҮН БҮХЭН ИНЭЭМСЭГЛЭЖ, ЭРҮҮЛ, ЧИНЭЭЛЭГ, ӨӨДЛӨН ДЭВЖИЖ,  ХҮСЭЛ ТЭМҮҮЛЭЛТЭЙ БАЙЖ, ЭХ ОРНЫХОО ТӨЛӨӨ ХҮЧЭЭ НЭГТГЭЕ! 🇲🇳🇲🇳🇲🇳";"";"";"";"";"";"";"";"";""
"1";"113";"1";"120920014698353_1750365751753763";"data";"fetched (200)";"2020-07-14 13:46:16.540913";"Facebook:/<page-id>/posts";"{""message"": ""\u0425\u041e\u041b\u042b\u0413 \u041e\u0419\u0420\u0422\u0423\u0423\u041b\u0410\u0425 2300 \u041a\u041c \u0417\u0410\u041c\u042b\u041d \u0422\u04e8\u041b\u04e8\u04e8  \u0425\u04ae\u0427\u042d\u042d \u041d\u042d\u0413\u0422\u0413\u042d\u0415! \ud83c\uddf2\ud83c\uddf3\ud83c\uddf2\ud83c\uddf3"", ""from"": {""name"": ""\u041c\u043e\u043d\u0433\u043e\u043b \u0430\u0440\u0434\u044b\u043d \u043d\u0430\u043c"", ""id"": ""120920014698353""}, ""created_time"": ""2020-06-16T02:39:13+0000"", ""updated_time"": ""2020-06-20T09:22:17+0000"", ""id"": ""120920014698353_1750365751753763""}";"Монгол ардын нам";"";"2020-06-16T02:39:13+0000";"ХОЛЫГ ОЙРТУУЛАХ 2300 КМ ЗАМЫН ТӨЛӨӨ  ХҮЧЭЭ НЭГТГЭЕ! 🇲🇳🇲🇳";"";"";"";"";"";"";"";"";""
"1";"114";"1";"120920014698353_1750363335087338";"data";"fetched (200)";"2020-07-14 13:46:16.540913";"Facebook:/<page-id>/posts";"{""message"": ""\u042d\u0420\u04ae\u04ae\u041b \u041c\u041e\u041d\u0413\u041e\u041b \u0425\u04ae\u041d\u0418\u0419 \u0422\u04e8\u041b\u04e8\u04e8 \u0425\u04ae\u0427\u042d\u042d \u041d\u042d\u0413\u0422\u0413\u042d\u0415! \ud83c\uddf2\ud83c\uddf3\ud83c\uddf2\ud83c\uddf3"", ""from"": {""name"": ""\u041c\u043e\u043d\u0433\u043e\u043b \u0430\u0440\u0434\u044b\u043d \u043d\u0430\u043c"", ""id"": ""120920014698353""}, ""created_time"": ""2020-06-16T02:37:42+0000"", ""updated_time"": ""2020-06-21T01:43:35+0000"", ""id"": ""120920014698353_1750363335087338""}";"Монгол ардын нам";"";"2020-06-16T02:37:42+0000";"ЭРҮҮЛ МОНГОЛ ХҮНИЙ ТӨЛӨӨ ХҮЧЭЭ НЭГТГЭЕ! 🇲🇳🇲🇳";"";"";"";"";"";"";"";"";""
"1";"115";"1";"120920014698353_1750359655087706";"data";"fetched (200)";"2020-07-14 13:46:16.540913";"Facebook:/<page-id>/posts";"{""message"": ""\u041c\u0410\u041d \u0442\u04af\u0433\u0436\u0440\u044d\u043b\u0438\u0439\u043d \u0442\u04af\u0433\u0436\u044d\u044d\u0433 \u0438\u043d\u0433\u044d\u0436 \u043c\u0443\u043b\u0442\u0430\u043b\u043d\u0430"", ""from"": {""name"": ""\u041c\u043e\u043d\u0433\u043e\u043b \u0430\u0440\u0434\u044b\u043d \u043d\u0430\u043c"", ""id"": ""120920014698353""}, ""created_time"": ""2020-06-16T02:34:42+0000"", ""updated_time"": ""2020-06-19T12:27:53+0000"", ""id"": ""120920014698353_1750359655087706""}";"Монгол ардын нам";"";"2020-06-16T02:34:42+0000";"МАН түгжрэлийн түгжээг ингэж мултална";"";"";"";"";"";"";"";"";""
"1";"116";"1";"120920014698353_1750355738421431";"data";"fetched (200)";"2020-07-14 13:46:16.540913";"Facebook:/<page-id>/posts";"{""message"": ""\u0410\u042f \u0422\u0423\u0425\u0422\u0410\u0419 \u0410\u041c\u042c\u0414\u0420\u0410\u041b\u042b\u041d \u0422\u04e8\u041b\u04e8\u04e8 \u0425\u04ae\u0427\u042d\u042d \u041d\u042d\u0413\u0422\u0413\u042d\u0415! \ud83c\uddf2\ud83c\uddf3\ud83c\uddf2\ud83c\uddf3"", ""from"": {""name"": ""\u041c\u043e\u043d\u0433\u043e\u043b \u0430\u0440\u0434\u044b\u043d \u043d\u0430\u043c"", ""id"": ""120920014698353""}, ""created_time"": ""2020-06-16T02:32:26+0000"", ""updated_time"": ""2020-06-20T09:41:08+0000"", ""id"": ""120920014698353_1750355738421431""}";"Монгол ардын нам";"";"2020-06-16T02:32:26+0000";"АЯ ТУХТАЙ АМЬДРАЛЫН ТӨЛӨӨ ХҮЧЭЭ НЭГТГЭЕ! 🇲🇳🇲🇳";"";"";"";"";"";"";"";"";""
"1";"117";"1";"120920014698353_1750351678421837";"data";"fetched (200)";"2020-07-14 13:46:16.540913";"Facebook:/<page-id>/posts";"{""message"": ""\u0411\u0410\u042f\u041b\u0413\u0418\u0419\u041d\u0425\u0410\u0410 \u042d\u0417\u042d\u041d \u0411\u0410\u0419\u0425\u042b\u041d \u0422\u04e8\u041b\u04e8\u04e8 \u0425\u04ae\u0427\u042d\u042d \u041d\u042d\u0413\u0422\u0413\u042d\u0415! \ud83c\uddf2\ud83c\uddf3\ud83c\uddf2\ud83c\uddf3"", ""from"": {""name"": ""\u041c\u043e\u043d\u0433\u043e\u043b \u0430\u0440\u0434\u044b\u043d \u043d\u0430\u043c"", ""id"": ""120920014698353""}, ""created_time"": ""2020-06-16T02:29:44+0000"", ""updated_time"": ""2020-06-22T01:52:49+0000"", ""id"": ""120920014698353_1750351678421837""}";"Монгол ардын нам";"";"2020-06-16T02:29:44+0000";"БАЯЛГИЙНХАА ЭЗЭН БАЙХЫН ТӨЛӨӨ ХҮЧЭЭ НЭГТГЭЕ! 🇲🇳🇲🇳";"";"";"";"";"";"";"";"";""
"1";"118";"1";"120920014698353_1750346371755701";"data";"fetched (200)";"2020-07-14 13:46:16.540913";"Facebook:/<page-id>/posts";"{""message"": ""\u041d\u0415\u0424\u0422\u0418\u0419\u041d \u04ae\u0419\u041b\u0414\u0412\u042d\u0420\u042d\u042d \u0411\u0410\u0420\u042c\u0416 \u0414\u0423\u0423\u0421\u0413\u0410\u0425\u042b\u041d \u0422\u04e8\u041b\u04e8\u04e8 \u0425\u04ae\u0427\u042d\u042d \u041d\u042d\u0413\u0422\u0413\u042d\u0415! \ud83c\uddf2\ud83c\uddf3\ud83c\uddf2\ud83c\uddf3"", ""from"": {""name"": ""\u041c\u043e\u043d\u0433\u043e\u043b \u0430\u0440\u0434\u044b\u043d \u043d\u0430\u043c"", ""id"": ""120920014698353""}, ""created_time"": ""2020-06-16T02:26:09+0000"", ""updated_time"": ""2020-06-19T06:04:54+0000"", ""id"": ""120920014698353_1750346371755701""}";"Монгол ардын нам";"";"2020-06-16T02:26:09+0000";"НЕФТИЙН ҮЙЛДВЭРЭЭ БАРЬЖ ДУУСГАХЫН ТӨЛӨӨ ХҮЧЭЭ НЭГТГЭЕ! 🇲🇳🇲🇳";"";"";"";"";"";"";"";"";""
"1";"119";"1";"120920014698353_1750334531756885";"data";"fetched (200)";"2020-07-14 13:46:16.540913";"Facebook:/<page-id>/posts";"{""message"": ""\u041c\u041e\u041d\u0413\u041e\u041b \u0425\u04ae\u041d\u042d\u042d \u042d\u0425 \u041e\u0420\u041d\u042b\u0425\u041e\u041e \u0425\u04e8\u0420\u0421\u04e8\u041d\u0414 \u0423\u0420\u0413\u0410\u0421\u0410\u041d \u042d\u0420\u04ae\u04ae\u041b \u0425\u04ae\u041d\u0421\u042d\u042d\u0420 \u0425\u0410\u041d\u0413\u0410\u0425\u042b\u041d \u0422\u04e8\u041b\u04e8\u04e8  \u0425\u04ae\u0427\u042d\u042d \u041d\u042d\u0413\u0422\u0413\u042d\u0415! \ud83c\uddf2\ud83c\uddf3\ud83c\uddf2\ud83c\uddf3"", ""from"": {""name"": ""\u041c\u043e\u043d\u0433\u043e\u043b \u0430\u0440\u0434\u044b\u043d \u043d\u0430\u043c"", ""id"": ""120920014698353""}, ""created_time"": ""2020-06-16T02:18:08+0000"", ""updated_time"": ""2020-06-20T03:43:13+0000"", ""id"": ""120920014698353_1750334531756885""}";"Монгол ардын нам";"";"2020-06-16T02:18:08+0000";"МОНГОЛ ХҮНЭЭ ЭХ ОРНЫХОО ХӨРСӨНД УРГАСАН ЭРҮҮЛ ХҮНСЭЭР ХАНГАХЫН ТӨЛӨӨ  ХҮЧЭЭ НЭГТГЭЕ! 🇲🇳🇲🇳";"";"";"";"";"";"";"";"";""
"1";"120";"1";"120920014698353_1750331055090566";"data";"fetched (200)";"2020-07-14 13:46:16.540913";"Facebook:/<page-id>/posts";"{""message"": ""\u041c\u0410\u041d \u0436\u0443\u0443\u043b\u0447\u0434\u044b\u043d \u0442\u043e\u043e\u0433 \u043d\u044d\u0433 \u0441\u0430\u044f\u0434 \u0445\u04af\u0440\u0433\u044d\u0445 \u0437\u043e\u0440\u0438\u043b\u0442 \u0434\u044d\u0432\u0448\u04af\u04af\u043b\u043b\u044d\u044d"", ""from"": {""name"": ""\u041c\u043e\u043d\u0433\u043e\u043b \u0430\u0440\u0434\u044b\u043d \u043d\u0430\u043c"", ""id"": ""120920014698353""}, ""created_time"": ""2020-06-16T02:15:25+0000"", ""updated_time"": ""2020-06-19T11:44:10+0000"", ""id"": ""120920014698353_1750331055090566""}";"Монгол ардын нам";"";"2020-06-16T02:15:25+0000";"МАН жуулчдын тоог нэг саяд хүргэх зорилт дэвшүүллээ";"";"";"";"";"";"";"";"";""
"1";"121";"1";"120920014698353_1750322558424749";"data";"fetched (200)";"2020-07-14 13:46:16.540913";"Facebook:/<page-id>/posts";"{""message"": ""\u042d\u0425 \u041e\u0420\u041e\u041d\u0414\u041e\u041e \u0421\u042d\u0422\u0413\u042d\u041b \u0425\u0410\u041d\u0413\u0410\u041b\u0423\u0423\u041d \u0410\u041c\u042c\u0414\u0420\u0410\u0425\u042b\u041d \u0422\u04e8\u041b\u04e8\u04e8 \u0425\u04ae\u0427\u042d\u042d \u041d\u042d\u0413\u0422\u0413\u042d\u0415! \ud83c\uddf2\ud83c\uddf3\ud83c\uddf2\ud83c\uddf3"", ""from"": {""name"": ""\u041c\u043e\u043d\u0433\u043e\u043b \u0430\u0440\u0434\u044b\u043d \u043d\u0430\u043c"", ""id"": ""120920014698353""}, ""created_time"": ""2020-06-16T02:10:12+0000"", ""updated_time"": ""2020-06-22T06:18:39+0000"", ""id"": ""120920014698353_1750322558424749""}";"Монгол ардын нам";"";"2020-06-16T02:10:12+0000";"ЭХ ОРОНДОО СЭТГЭЛ ХАНГАЛУУН АМЬДРАХЫН ТӨЛӨӨ ХҮЧЭЭ НЭГТГЭЕ! 🇲🇳🇲🇳";"";"";"";"";"";"";"";"";""
"1";"122";"1";"120920014698353_1750318275091844";"data";"fetched (200)";"2020-07-14 13:46:16.540913";"Facebook:/<page-id>/posts";"{""message"": ""\u0428\u0418\u041d\u042d \u0425\u041e\u0422\u0423\u0423\u0414\u042b\u041d \u0422\u04e8\u041b\u04e8\u04e8  \u0425\u04ae\u0427\u042d\u042d \u041d\u042d\u0413\u0422\u0413\u042d\u0415! \ud83c\uddf2\ud83c\uddf3\ud83c\uddf2\ud83c\uddf3\ud83c\uddf2\ud83c\uddf3"", ""from"": {""name"": ""\u041c\u043e\u043d\u0433\u043e\u043b \u0430\u0440\u0434\u044b\u043d \u043d\u0430\u043c"", ""id"": ""120920014698353""}, ""created_time"": ""2020-06-16T02:07:25+0000"", ""updated_time"": ""2020-06-22T06:39:16+0000"", ""id"": ""120920014698353_1750318275091844""}";"Монгол ардын нам";"";"2020-06-16T02:07:25+0000";"ШИНЭ ХОТУУДЫН ТӨЛӨӨ  ХҮЧЭЭ НЭГТГЭЕ! 🇲🇳🇲🇳🇲🇳";"";"";"";"";"";"";"";"";""
"1";"123";"1";"120920014698353_1750316038425401";"data";"fetched (200)";"2020-07-14 13:46:16.540913";"Facebook:/<page-id>/posts";"{""message"": ""\u0426\u0410\u0420 \u0422\u0410\u0425\u041b\u042b\u041d \u042d\u0421\u0420\u042d\u0413  \u0425\u04ae\u0427\u042d\u042d \u041d\u042d\u0413\u0422\u0413\u042d\u0415! \ud83c\uddf2\ud83c\uddf3\ud83c\uddf2\ud83c\uddf3\ud83c\uddf2\ud83c\uddf3\n\u2705 \u041c\u043e\u043d\u0433\u043e\u043b \u0442\u04e9\u0440, \u041c\u043e\u043d\u0433\u043e\u043b \u044d\u043c\u0447 \u043d\u0430\u0440, \u041c\u043e\u043d\u0433\u043e\u043b\u0447\u0443\u0443\u0434 \u0445\u04af\u0447\u044d\u044d \u043d\u044d\u0433\u0442\u0433\u044d\u043d, \u0445\u04af\u043d\u0434 \u0431\u044d\u0440\u0445\u0438\u0439\u0433 \u0445\u043e\u0445\u0438\u0440\u043e\u043b \u0431\u0430\u0433\u0430\u0442\u0430\u0439 \u0434\u0430\u0432\u0430\u043d \u0442\u0443\u0443\u043b\u0436 \u0431\u0430\u0439\u043d\u0430"", ""from"": {""name"": ""\u041c\u043e\u043d\u0433\u043e\u043b \u0430\u0440\u0434\u044b\u043d \u043d\u0430\u043c"", ""id"": ""120920014698353""}, ""created_time"": ""2020-06-16T02:05:32+0000"", ""updated_time"": ""2020-06-21T17:50:13+0000"", ""id"": ""120920014698353_1750316038425401""}";"Монгол ардын нам";"";"2020-06-16T02:05:32+0000";"ЦАР ТАХЛЫН ЭСРЭГ  ХҮЧЭЭ НЭГТГЭЕ! 🇲🇳🇲🇳🇲🇳 ✅ Монгол төр, Монгол эмч нар, Монголчууд хүчээ нэгтгэн, хүнд бэрхийг хохирол багатай даван туулж байна";"";"";"";"";"";"";"";"";""
"1";"124";"1";"120920014698353_1750299935093678";"data";"fetched (200)";"2020-07-14 13:46:16.540913";"Facebook:/<page-id>/posts";"{""message"": ""\u042d\u0420\u04ae\u04ae\u041b \u0425\u04ae\u041d\u0421 \u04ae\u0419\u041b\u0414\u0412\u042d\u0420\u041b\u042d\u0425\u0418\u0419\u041d \u0422\u04e8\u041b\u04e8\u04e8 \u0425\u04ae\u0427\u042d\u042d \u041d\u042d\u0413\u0422\u0413\u042d\u0415! \ud83c\uddf2\ud83c\uddf3\ud83c\uddf2\ud83c\uddf3\ud83c\uddf2\ud83c\uddf3"", ""from"": {""name"": ""\u041c\u043e\u043d\u0433\u043e\u043b \u0430\u0440\u0434\u044b\u043d \u043d\u0430\u043c"", ""id"": ""120920014698353""}, ""created_time"": ""2020-06-16T01:54:07+0000"", ""updated_time"": ""2020-06-21T10:57:31+0000"", ""id"": ""120920014698353_1750299935093678""}";"Монгол ардын нам";"";"2020-06-16T01:54:07+0000";"ЭРҮҮЛ ХҮНС ҮЙЛДВЭРЛЭХИЙН ТӨЛӨӨ ХҮЧЭЭ НЭГТГЭЕ! 🇲🇳🇲🇳🇲🇳";"";"";"";"";"";"";"";"";""
"1";"125";"1";"120920014698353_1750297851760553";"data";"fetched (200)";"2020-07-14 13:46:16.540913";"Facebook:/<page-id>/posts";"{""message"": ""\u0426\u0410\u041b\u0418\u041d \u0422\u042d\u0422\u0413\u042d\u0412\u0420\u042d\u042d \u0414\u0410\u0425\u0418\u041d \u041d\u042d\u041c\u042d\u0425\u0418\u0419\u041d \u0422\u04e8\u041b\u04e8\u04e8 \u0425\u04ae\u0427\u042d\u042d \u041d\u042d\u0413\u0422\u0413\u042d\u0415! \ud83c\uddf2\ud83c\uddf3\ud83c\uddf2\ud83c\uddf3\ud83c\uddf2\ud83c\uddf3"", ""from"": {""name"": ""\u041c\u043e\u043d\u0433\u043e\u043b \u0430\u0440\u0434\u044b\u043d \u043d\u0430\u043c"", ""id"": ""120920014698353""}, ""created_time"": ""2020-06-16T01:52:44+0000"", ""updated_time"": ""2020-06-22T02:55:37+0000"", ""id"": ""120920014698353_1750297851760553""}";"Монгол ардын нам";"";"2020-06-16T01:52:44+0000";"ЦАЛИН ТЭТГЭВРЭЭ ДАХИН НЭМЭХИЙН ТӨЛӨӨ ХҮЧЭЭ НЭГТГЭЕ! 🇲🇳🇲🇳🇲🇳";"";"";"";"";"";"";"";"";""
"1";"126";"1";"120920014698353_1749275431862795";"data";"fetched (200)";"2020-07-14 13:46:16.540913";"Facebook:/<page-id>/posts";"{""message"": ""\u0425\u04e8\u0413\u0416\u041b\u0418\u0419\u041d \u041c\u042d\u0414\u042d\u042d \ud83c\uddf2\ud83c\uddf3\ud83c\uddf2\ud83c\uddf3\ud83c\uddf2\ud83c\uddf3\n\u0425\u04e9\u0433\u0436\u043b\u0438\u0439\u043d \u0433\u044d\u0440\u044d\u044d 2020-2024\n\u2705 \u041c\u0430\u043b \u0430\u0436 \u0430\u0445\u0443\u0439\u043d \u0441\u0430\u043b\u0431\u0430\u0440\u044b\u043d \u0445\u04e9\u0433\u0436\u043b\u0438\u0439\u0433 \u0448\u0438\u043d\u044d \u0448\u0430\u0442\u0430\u043d\u0434 \u0433\u0430\u0440\u0433\u0430\u043d\u0430\n\u2705 \u041c\u0430\u043b\u044b\u043d \u0442\u04af\u04af\u0445\u0438\u0439 \u044d\u0434 \u0431\u043e\u043b\u043e\u0432\u0441\u0440\u0443\u0443\u043b\u0430\u0445 \u04af\u0439\u043b\u0434\u0432\u044d\u0440\u0438\u0439\u0433 \u0434\u0430\u0440\u0445\u0430\u043d \u0445\u043e\u0442\u043e\u0434 \u0431\u0430\u0439\u0433\u0443\u0443\u043b\u043d\u0430\n\u2705 10 \u0441\u0430\u044f \u0442\u043e\u043b\u0433\u043e\u0439 \u043c\u0430\u043b\u044b\u043d \u0442\u04af\u04af\u0445\u0438\u0439 \u044d\u0434\u0438\u0439\u0433 \u0431\u043e\u043b\u043e\u0432\u0441\u0440\u0443\u0443\u043b\u043d\u0430"", ""from"": {""name"": ""\u041c\u043e\u043d\u0433\u043e\u043b \u0430\u0440\u0434\u044b\u043d \u043d\u0430\u043c"", ""id"": ""120920014698353""}, ""created_time"": ""2020-06-15T14:21:10+0000"", ""updated_time"": ""2020-06-19T05:27:04+0000"", ""id"": ""120920014698353_1749275431862795""}";"Монгол ардын нам";"";"2020-06-15T14:21:10+0000";"ХӨГЖЛИЙН МЭДЭЭ 🇲🇳🇲🇳🇲🇳 Хөгжлийн гэрээ 2020-2024 ✅ Мал аж ахуйн салбарын хөгжлийг шинэ шатанд гаргана ✅ Малын түүхий эд боловсруулах үйлдвэрийг дархан хотод байгуулна ✅ 10 сая толгой малын түүхий эдийг боловсруулна";"";"";"";"";"";"";"";"";""
"1";"127";"1";"120920014698353_1749268098530195";"data";"fetched (200)";"2020-07-14 13:46:16.540913";"Facebook:/<page-id>/posts";"{""message"": ""\u0425\u04e8\u0413\u0416\u041b\u0418\u0419\u041d \u041c\u042d\u0414\u042d\u042d \ud83c\uddf2\ud83c\uddf3\ud83c\uddf2\ud83c\uddf3\ud83c\uddf2\ud83c\uddf3\n\u0411\u0438\u0435\u043b\u044d\u043b\u0442 2016-2020\n\u2705 2018-2019 \u043e\u043d\u0434 10 \u043c\u044f\u043d\u0433\u0430\u043d \u043c\u0430\u043b\u0447\u0438\u043d \u0442\u044d\u0442\u0433\u044d\u0432\u044d\u0440 \u0442\u043e\u0433\u0442\u043e\u043e\u043b\u0433\u043e\u0432\n\u2705 \u041c\u0430\u043b\u0447\u0434\u044b\u043d \u0442\u044d\u0442\u0433\u044d\u0432\u0440\u0438\u0439\u043d \u043d\u0430\u0441\u044b\u0433 5 \u0436\u0438\u043b\u044d\u044d\u0440 \u043d\u0430\u0430\u0448\u043b\u0443\u0443\u043b\u0430\u0432\n\u2705 \u041c\u0430\u043b\u0447\u0438\u043d \u041d\u0414\u0428-\u044d\u044d \u043d\u044d\u0433 \u0443\u0434\u0430\u0430 \u043d\u04e9\u0445\u04e9\u043d \u0442\u04e9\u043b\u04e9\u0445 \u0431\u043e\u043b\u043e\u043c\u0436\u0442\u043e\u0439 \u0431\u043e\u043b\u043e\u0432"", ""from"": {""name"": ""\u041c\u043e\u043d\u0433\u043e\u043b \u0430\u0440\u0434\u044b\u043d \u043d\u0430\u043c"", ""id"": ""120920014698353""}, ""created_time"": ""2020-06-15T14:17:13+0000"", ""updated_time"": ""2020-06-19T04:54:04+0000"", ""id"": ""120920014698353_1749268098530195""}";"Монгол ардын нам";"";"2020-06-15T14:17:13+0000";"ХӨГЖЛИЙН МЭДЭЭ 🇲🇳🇲🇳🇲🇳 Биелэлт 2016-2020 ✅ 2018-2019 онд 10 мянган малчин тэтгэвэр тогтоолгов ✅ Малчдын тэтгэврийн насыг 5 жилээр наашлуулав ✅ Малчин НДШ-ээ нэг удаа нөхөн төлөх боломжтой болов";"";"";"";"";"";"";"";"";""
